dataset,project,package,complextype,severity,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
data-class,xmojo-5.0.0,javax.management.monitor,MonitorNotification,3.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,89.0,2503.0,31037.0,127.0,13.0,0.0,4.0,15.0,9.0,110.0,0.0,0.0,0.0,4.0,25.0,74.0,951.0,1.0,131.0,1199.0,5.0,10.0,9.0,19.0,0.0,1.0,5.0,0.0,0.0,other,10.0,0.0,10.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,public
data-class,xmojo-5.0.0,javax.management.monitor,Monitor,1.0,1.0,1.2666666666666666,0.0,3.0,1.0,2.0,1.0,1.0,155.0,2503.0,31037.0,263.0,0.0,0.0,7.0,13.0,9.0,110.0,0.0,3.0,3.0,4.0,25.0,74.0,951.0,8.0,131.0,1199.0,15.0,0.0,9.0,16.0,0.03296703296703297,8.0,19.0,0.0,0.0,abstract,0.0,0.0,0.0,8.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,15.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,15.0,7.0,0.0,public
data-class,xmojo-5.0.0,javax.management.loading,SimpleMLet,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9375,1.0,1904.0,31037.0,97.0,0.0,0.0,16.0,8.0,5.0,110.0,0.0,0.0,0.0,1.0,25.0,49.0,951.0,1.0,71.0,1199.0,17.0,0.0,9.0,17.0,0.06666666666666667,1.0,17.0,0.0,0.0,other,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,package
data-class,quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,2.0,3.923076923076923,3.923076923076923,3.0,4.0,3.0,2.0,3.0,0.6833333333333332,218.0,752.0,18243.0,218.0,3.0,2.0,0.0,5.0,6.0,132.0,0.0,0.0,0.0,0.0,23.0,38.0,781.0,13.0,38.0,1278.0,13.0,0.0,16.0,19.0,0.7555555555555555,51.0,51.0,1.0,0.0,other,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,11.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,11.0,12.0,2.0,public
data-class,quickserver-1.4.7,org.quickserver.util.io,JarFileList,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,752.0,18243.0,8.0,0.0,0.0,0.0,0.0,6.0,132.0,0.0,0.0,1.0,0.0,23.0,38.0,781.0,1.0,38.0,1278.0,1.0,0.0,16.0,1.0,1.0,2.0,2.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,public
data-class,quickserver-1.4.7,org.quickserver.net.server,QuickServer,4.0,4.712328767123288,2.9382716049382718,101.0,57.0,71.0,1.0,41.0,0.9840283939662821,2065.0,4816.0,18243.0,3129.0,0.0,2.0,89.0,77.0,9.0,132.0,0.0,0.0,4.0,13.0,23.0,190.0,781.0,73.0,331.0,1278.0,162.0,0.0,16.0,328.0,0.2773895169578623,344.0,476.0,0.38571428571428573,0.0,other,3.0,0.0,3.0,74.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,159.0,153.0,6.0,0.0,0.0,76.0,19.0,1.0,3.0,140.0,70.0,9.0,public
data-class,quickserver-1.4.7,org.quickserver.net.server,TheClient,4.0,2.0,1.024390243902439,1.0,11.0,0.0,1.0,0.0,0.9724999999999999,380.0,4816.0,18243.0,380.0,0.0,1.0,40.0,20.0,9.0,132.0,0.0,0.0,0.0,13.0,23.0,190.0,781.0,1.0,331.0,1278.0,41.0,0.0,16.0,41.0,0.02926829268292683,2.0,42.0,0.024390243902439025,0.0,other,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,42.0,1.0,0.0,public
data-class,quickserver-1.4.7,org.quickserver.util.xmlreader,PoolConfig,4.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.7333333333333333,61.0,3268.0,18243.0,61.0,0.0,0.0,6.0,3.0,28.0,132.0,0.0,5.0,1.0,0.0,23.0,62.0,781.0,0.0,263.0,1278.0,6.0,0.0,16.0,6.0,0.3333333333333333,0.0,8.0,0.0,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,public
data-class,quickserver-1.4.7,org.quickserver.net.qsadmin,Data,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,26.0,1379.0,18243.0,26.0,0.0,0.0,6.0,3.0,7.0,132.0,0.0,0.0,1.0,1.0,23.0,35.0,781.0,0.0,52.0,1278.0,6.0,0.0,16.0,6.0,0.2,0.0,6.0,0.0,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,public
data-class,jpf-1.0.2,org.java.plugin.tools,PluginArchiver,2.0,3.5,3.5,0.0,9.0,23.0,1.0,14.0,0.8666666666666667,561.0,613.0,18172.0,561.0,0.0,0.0,0.0,1.0,6.0,121.0,5.0,0.0,0.0,1.0,31.0,25.0,982.0,16.0,28.0,1271.0,16.0,0.0,10.0,42.0,0.6222222222222222,56.0,56.0,1.0,0.0,final,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,15.0,0.0,0.0,1.0,6.0,0.0,0.0,10.0,15.0,15.0,public
data-class,jpf-1.0.2,org.java.plugin.tools,org.java.plugin.tools.PluginArchiver$1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,613.0,18172.0,6.0,0.0,0.0,0.0,0.0,6.0,121.0,0.0,0.0,1.0,1.0,31.0,25.0,982.0,1.0,28.0,1271.0,1.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,package
data-class,jpf-1.0.2,org.java.plugin.boot,SimpleSplashHandler,3.0,1.0,1.4,0.0,2.0,2.0,1.0,1.0,0.8611111111111112,21.0,2286.0,18172.0,90.0,0.0,0.0,7.0,4.0,17.0,121.0,0.0,0.0,1.0,6.0,31.0,102.0,982.0,3.0,128.0,1271.0,10.0,0.0,10.0,12.0,0.13333333333333333,3.0,14.0,0.3,0.0,final,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,10.0,3.0,0.0,package
data-class,jpf-1.0.2,org.java.plugin.registry.xml,PluginRegistryImpl,3.0,4.451612903225806,4.451612903225806,6.0,27.0,47.0,1.0,23.0,0.8111111111111111,1142.0,5146.0,18172.0,1142.0,0.0,0.0,0.0,9.0,38.0,121.0,2.0,0.0,1.0,0.0,31.0,247.0,982.0,31.0,397.0,1271.0,31.0,0.0,10.0,82.0,0.4057971014492754,138.0,138.0,1.0,0.0,final,7.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,31.0,0.0,1.0,1.0,8.0,6.0,0.0,0.0,24.0,30.0,0.0,public
data-class,jpf-1.0.2,org.java.plugin.registry.xml,ModelPluginFragment,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.8333333333333334,3.0,5146.0,18172.0,33.0,17.0,0.0,6.0,3.0,38.0,121.0,0.0,0.0,0.0,0.0,31.0,247.0,982.0,1.0,397.0,1271.0,7.0,0.0,10.0,25.0,0.2,1.0,7.0,0.0,0.0,final,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,package
data-class,jpf-1.0.2,org.java.plugin.registry.xml,ModelAttribute,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8928571428571429,3.0,5146.0,18172.0,38.0,0.0,0.0,7.0,4.0,38.0,121.0,0.0,0.0,0.0,0.0,31.0,247.0,982.0,1.0,397.0,1271.0,8.0,0.0,10.0,8.0,0.14285714285714285,1.0,8.0,0.0,0.0,final,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,package
data-class,jpf-1.0.2,org.java.plugin.registry.xml,ModelExtensionPoint,4.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.9242424242424242,1.0,5146.0,18172.0,56.0,0.0,0.0,11.0,6.0,38.0,121.0,0.0,0.0,0.0,0.0,31.0,247.0,982.0,1.0,397.0,1271.0,12.0,0.0,10.0,12.0,0.09090909090909091,1.0,12.0,0.0,0.0,final,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,package
data-class,jpf-1.0.2,org.java.plugin.registry.xml,ModelParameterDef,3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.9340659340659341,0.0,5146.0,18172.0,65.0,0.0,0.0,13.0,7.0,38.0,121.0,0.0,0.0,0.0,0.0,31.0,247.0,982.0,1.0,397.0,1271.0,14.0,0.0,10.0,14.0,0.07692307692307693,1.0,14.0,0.0,0.0,final,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,package
data-class,jpf-1.0.2,org.java.plugin.registry.xml,ModelExtension,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.911111111111111,2.0,5146.0,18172.0,47.0,0.0,0.0,9.0,5.0,38.0,121.0,0.0,0.0,0.0,0.0,31.0,247.0,982.0,1.0,397.0,1271.0,10.0,0.0,10.0,10.0,0.1111111111111111,1.0,10.0,0.0,0.0,final,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,package
data-class,picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,1.0,1.8333333333333333,1.8333333333333333,0.0,0.0,1.0,4.0,1.0,1.0,59.0,59.0,12103.0,59.0,45.0,1.0,0.0,1.0,2.0,208.0,1.0,0.0,0.0,0.0,29.0,7.0,1252.0,6.0,7.0,1302.0,6.0,0.0,15.0,7.0,0.0,11.0,11.0,1.0,0.0,other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,public
data-class,picocontainer-2.10.2,org.picocontainer.security,org.picocontainer.security.CustomPermissionsURLClassLoader$1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,59.0,12103.0,5.0,0.0,0.0,0.0,0.0,2.0,208.0,0.0,0.0,1.0,0.0,29.0,7.0,1252.0,1.0,7.0,1302.0,1.0,0.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,package
data-class,freecs-1.3.20100406,freecs.auth.sqlConnectionPool,PoolElement,4.0,11.0,10.529411764705882,51.0,10.0,18.0,1.0,7.0,0.8258928571428572,616.0,1180.0,25747.0,695.0,0.0,2.0,2.0,22.0,4.0,131.0,0.0,0.0,0.0,0.0,16.0,37.0,1137.0,15.0,39.0,1404.0,17.0,3.0,12.0,49.0,0.7222222222222222,165.0,179.0,0.75,0.0,other,3.0,0.0,3.0,19.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,16.0,1.0,9.0,1.0,10.0,7.0,0.0,0.0,9.0,14.0,1.0,public
data-class,freecs-1.3.20100406,freecs.auth.sqlConnectionPool,ConnectionPool,1.0,3.875,3.875,13.0,6.0,8.0,1.0,4.0,0.8928571428571429,125.0,1180.0,25747.0,125.0,0.0,1.0,0.0,5.0,4.0,131.0,0.0,0.0,0.0,0.0,16.0,37.0,1137.0,8.0,39.0,1404.0,8.0,0.0,12.0,16.0,0.5,31.0,31.0,1.0,0.0,other,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,8.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,5.0,6.0,0.0,public
data-class,freecs-1.3.20100406,freecs,Server,4.0,7.333333333333333,7.138461538461539,65.0,26.0,50.0,1.0,24.0,0.9454365079365079,2127.0,2137.0,25747.0,2137.0,0.0,1.0,2.0,155.0,1.0,131.0,0.0,0.0,1.0,0.0,16.0,63.0,1137.0,63.0,65.0,1404.0,65.0,146.0,12.0,126.0,0.33599419448476053,462.0,464.0,0.26,0.0,other,15.0,0.0,15.0,130.0,25.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,57.0,8.0,0.0,0.0,9.0,11.0,0.0,0.0,54.0,62.0,8.0,public
data-class,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,4.0,5.9375,5.9375,127.0,19.0,26.0,1.0,18.0,1.0,590.0,1322.0,24112.0,590.0,0.0,0.0,0.0,15.0,3.0,255.0,0.0,0.0,0.0,0.0,7.0,30.0,1087.0,16.0,30.0,1450.0,16.0,0.0,15.0,107.0,1.0,95.0,95.0,1.0,0.0,other,12.0,0.0,12.0,1.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,15.0,1.0,1.0,0.0,14.0,12.0,0.0,0.0,4.0,14.0,1.0,public
data-class,jag-6.1,com.finalist.jag.uml,Jag2UMLGenerator,2.0,3.923076923076923,3.923076923076923,71.0,17.0,55.0,1.0,14.0,0.9973118279569894,531.0,1322.0,24112.0,531.0,0.0,0.0,0.0,31.0,3.0,255.0,0.0,0.0,0.0,0.0,7.0,30.0,1087.0,13.0,30.0,1450.0,13.0,24.0,15.0,81.0,1.0,51.0,51.0,0.2,0.0,other,24.0,0.0,24.0,5.0,26.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,11.0,2.0,1.0,0.0,6.0,7.0,0.0,0.0,6.0,11.0,2.0,public
data-class,jag-6.1,com.finalist.jaggenerator,ProgressDialog,1.0,1.2857142857142858,1.2142857142857142,0.0,1.0,3.0,6.0,3.0,0.868131868131868,190.0,5748.0,24112.0,250.0,536.0,0.0,7.0,7.0,80.0,255.0,2.0,0.0,0.0,0.0,7.0,263.0,1087.0,7.0,334.0,1450.0,14.0,0.0,15.0,17.0,0.5333333333333333,9.0,17.0,0.36363636363636365,0.0,other,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,11.0,6.0,0.0,public
data-class,jag-6.1,com.finalist.jaggenerator,JagGenerator,4.0,2.8412698412698414,2.7058823529411766,36.0,33.0,103.0,6.0,62.0,0.9927427084759688,1826.0,5748.0,24112.0,1867.0,531.0,0.0,5.0,109.0,80.0,255.0,35.0,0.0,0.0,0.0,7.0,263.0,1087.0,63.0,334.0,1450.0,68.0,38.0,15.0,197.0,0.21937321937321938,179.0,184.0,0.3484848484848485,0.0,other,42.0,0.0,42.0,61.0,48.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,46.0,22.0,1.0,0.0,70.0,40.0,0.0,0.0,28.0,62.0,22.0,public
data-class,jag-6.1,com.finalist.jaggenerator.modules,Field,3.0,3.891304347826087,3.440677966101695,6.0,9.0,32.0,2.0,19.0,0.9709051724137931,957.0,6130.0,24112.0,1097.0,50.0,1.0,13.0,32.0,83.0,255.0,12.0,0.0,1.0,1.0,7.0,341.0,1087.0,46.0,466.0,1450.0,59.0,5.0,15.0,96.0,0.12010796221322537,179.0,203.0,0.6521739130434783,0.0,other,2.0,0.0,2.0,30.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,59.0,59.0,0.0,0.0,0.0,27.0,18.0,0.0,0.0,41.0,44.0,0.0,public
data-class,sunflow-0.07.2,org.sunflow.core.camera,SphericalLens,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,12.0,148.0,24319.0,12.0,0.0,0.0,0.0,0.0,4.0,191.0,0.0,0.0,1.0,0.0,19.0,12.0,1361.0,2.0,12.0,1447.0,2.0,0.0,21.0,3.0,0.0,2.0,2.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,public
data-class,sunflow-0.07.2,org.sunflow.core.camera,PinholeLens,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,29.0,148.0,24319.0,29.0,0.0,0.0,0.0,4.0,4.0,191.0,0.0,0.0,1.0,0.0,19.0,12.0,1361.0,4.0,12.0,1447.0,4.0,0.0,21.0,6.0,1.0,4.0,4.0,1.0,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,3.0,0.0,public
data-class,sunflow-0.07.2,org.sunflow.core,LightSample,2.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,0.71875,38.0,3812.0,24319.0,94.0,0.0,0.0,5.0,4.0,24.0,191.0,0.0,0.0,0.0,17.0,19.0,253.0,1361.0,4.0,307.0,1447.0,9.0,0.0,21.0,13.0,0.6428571428571429,4.0,9.0,0.375,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,8.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,public
data-class,marauroa-3.8.1,marauroa.server.game.db,RPObjectDAO,1.0,1.75,1.75,5.0,11.0,20.0,1.0,9.0,0.8636363636363636,290.0,2820.0,26472.0,290.0,0.0,0.0,0.0,2.0,12.0,208.0,0.0,0.0,0.0,0.0,14.0,112.0,1411.0,12.0,121.0,1593.0,12.0,0.0,30.0,34.0,0.8909090909090909,21.0,21.0,1.0,0.0,other,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,11.0,0.0,public
data-class,marauroa-3.8.1,marauroa.server.game.db,BanListDAO,1.0,2.0,1.5,1.0,5.0,7.0,1.0,5.0,1.0,30.0,2820.0,26472.0,47.0,0.0,0.0,1.0,1.0,12.0,208.0,0.0,0.0,0.0,0.0,14.0,112.0,1411.0,1.0,121.0,1593.0,2.0,0.0,30.0,9.0,1.0,2.0,3.0,0.5,0.0,other,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,public
data-class,marauroa-3.8.1,marauroa.server.game.db,LoginEventDAO.LoginEvent,2.0,1.25,1.1111111111111112,0.0,0.0,0.0,1.0,0.0,0.9375,67.0,2820.0,26472.0,117.0,0.0,1.0,5.0,6.0,12.0,208.0,0.0,0.0,0.0,0.0,14.0,112.0,1411.0,4.0,121.0,1593.0,9.0,3.0,30.0,9.0,0.14285714285714285,5.0,10.0,0.3333333333333333,1.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,2.0,0.0,public
data-class,marauroa-3.8.1,marauroa.common.game,RPObject,4.0,3.4,3.2054794520547945,24.0,19.0,67.0,3.0,13.0,0.8949652777777778,1706.0,5940.0,26472.0,1812.0,31.0,17.0,8.0,16.0,26.0,208.0,1.0,0.0,0.0,1.0,14.0,281.0,1411.0,65.0,330.0,1593.0,73.0,1.0,30.0,178.0,0.47144075021312876,221.0,234.0,0.875,0.0,other,2.0,0.0,2.0,14.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,73.0,73.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,71.0,62.0,0.0,public
data-class,marauroa-3.8.1,marauroa.server.net.nio,ChangeRequest,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,796.0,26472.0,24.0,0.0,0.0,0.0,6.0,5.0,208.0,0.0,0.0,0.0,1.0,14.0,27.0,1411.0,1.0,30.0,1593.0,1.0,6.0,30.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.0,other,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,public
data-class,jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,1.0,1.1428571428571428,1.3333333333333333,3.0,3.0,6.0,1.0,3.0,1.0,93.0,707.0,28493.0,131.0,0.0,1.0,2.0,3.0,5.0,299.0,0.0,0.0,0.0,1.0,33.0,34.0,1431.0,7.0,39.0,1475.0,9.0,0.0,19.0,12.0,0.0,8.0,12.0,0.75,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,4.0,0.0,public
data-class,jgrapht-0.8.1,org.jgrapht.experimental.permutation,IntegerPermutationIter,1.0,2.142857142857143,2.142857142857143,0.0,0.0,0.0,1.0,0.0,0.8461538461538461,255.0,707.0,28493.0,255.0,0.0,0.0,0.0,6.0,5.0,299.0,0.0,0.0,2.0,1.0,33.0,34.0,1431.0,14.0,39.0,1475.0,14.0,0.0,19.0,14.0,0.4642857142857143,30.0,30.0,1.0,0.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,10.0,12.0,0.0,public
data-class,emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,1.0,1.25,1.25,0.0,2.0,8.0,1.0,2.0,0.14285714285714285,88.0,1578.0,34404.0,88.0,0.0,1.0,0.0,1.0,16.0,262.0,0.0,0.0,1.0,3.0,57.0,130.0,1524.0,8.0,136.0,1805.0,8.0,0.0,26.0,16.0,1.0,10.0,10.0,1.0,0.0,final,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,package
data-class,emma-2.0.5312,com.vladium.jcd.cls.attribute,Attribute_info,1.0,2.125,2.125,2.0,15.0,14.0,1.0,13.0,1.0,155.0,1578.0,34404.0,155.0,0.0,0.0,0.0,10.0,16.0,262.0,0.0,9.0,2.0,3.0,57.0,130.0,1524.0,8.0,136.0,1805.0,8.0,9.0,26.0,23.0,0.047619047619047616,17.0,17.0,0.0,0.0,abstract,8.0,0.0,8.0,2.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,1.0,public
data-class,emma-2.0.5312,com.vladium.util.args,OptsParser.OptDef,4.0,1.0,1.3043478260869565,0.0,0.0,0.0,1.0,0.0,0.9787878787878789,41.0,1627.0,34404.0,149.0,0.0,0.0,16.0,16.0,8.0,262.0,0.0,0.0,0.0,3.0,57.0,64.0,1524.0,7.0,92.0,1805.0,23.0,0.0,26.0,23.0,0.05194805194805195,7.0,30.0,0.0,1.0,final,6.0,1.0,5.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,0.0,5.0,23.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,package
data-class,emma-2.0.5312,com.vladium.emma.instr,InstrVisitor,4.0,11.235294117647058,10.88888888888889,39.0,45.0,97.0,2.0,47.0,0.9144385026737968,2143.0,3957.0,34404.0,2165.0,3.0,3.0,1.0,44.0,29.0,262.0,17.0,0.0,4.0,0.0,57.0,105.0,1524.0,17.0,129.0,1805.0,18.0,0.0,26.0,133.0,0.19230769230769232,191.0,196.0,1.0,0.0,final,16.0,4.0,12.0,28.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,17.0,1.0,7.0,0.0,37.0,4.0,0.0,0.0,14.0,16.0,1.0,public
data-class,log4j-1.2.16,org.apache.log4j.pattern,BridgePatternParser,1.0,1.0,1.0,0.0,9.0,2.0,2.0,2.0,0.0,21.0,3130.0,34617.0,21.0,4.0,1.0,0.0,0.0,37.0,296.0,0.0,0.0,0.0,0.0,19.0,143.0,1724.0,2.0,157.0,2118.0,2.0,0.0,22.0,22.0,1.0,2.0,2.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,public
data-class,log4j-1.2.16,org.apache.log4j.pattern,ThreadPatternConverter,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,31.0,3130.0,34617.0,31.0,6.0,0.0,0.0,1.0,37.0,296.0,0.0,0.0,0.0,0.0,19.0,143.0,1724.0,3.0,157.0,2118.0,3.0,0.0,22.0,11.0,0.0,3.0,3.0,1.0,0.0,other,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,public
