dataset,project,package,complextype,method,severity,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
feature-envy,freecs-1.3.20100406,freecs.auth.sqlConnectionPool,PoolElement,readColumns(UserResultSet),3,2,0,29,5,0,5,108,43,0,15,0,54,0.064516129,3,5,2,2,13,0,0.230769231,0,11,10.52941176,51,10,18,1,7,0.825892857,616,1180,25747,695,0,2,2,14,4,131,0,0,0,0,16,37,1137,15,39,1404,17,3,12,49,0.722222222,165,179,0.75,0,other,3,0,3,19,3,0,0,0,1,0,0,0,17,16,1,9,1,10,7,0,0,9,14,1,public
feature-envy,freecs-1.3.20100406,freecs.auth.sqlConnectionPool,PoolElement,logoutUser(User),3,1,1,17,3,1,5,136,52,0,10,0,30,0.227272727,2,8,5,3,13,0,0.153846154,0,11,10.52941176,51,10,18,1,7,0.825892857,616,1180,25747,695,0,2,2,14,4,131,0,0,0,0,16,37,1137,15,39,1404,17,3,12,49,0.722222222,165,179,0.75,0,other,3,0,3,19,3,0,0,0,1,0,0,0,17,16,1,9,1,10,7,0,0,9,14,1,public
feature-envy,freecs-1.3.20100406,freecs.commands,CmdKickToRoom,execute(MessageStateString),3,2,0,15,4,0,4,120,24,0,13,0,28,0,5,16,0,0,17,0,0.294117647,0,6.75,4.833333333,15,18,16,2,5,1,134,5545,25747,147,26,1,2,3,55,131,0,0,0,0,16,274,1137,4,382,1404,6,0,12,88,0,27,29,0.6,0,other,3,2,1,0,1,0,0,0,1,0,0,0,6,5,1,0,0,3,1,0,0,5,3,1,public
feature-envy,freecs-1.3.20100406,freecs.util,HtmlEncoder,encode(StringStringBufferbooleanSet),1,4,0,0,0,0,11,406,127,0,33,0,48,1,0,0,15,0,0,0,0,1,14.25,14.25,0,0,0,1,0,0.987878788,1011,2107,25747,1011,0,0,0,15,13,131,0,0,0,0,16,68,1137,12,68,1404,12,0,12,12,0.681818182,171,171,1,0,final,15,0,15,0,15,0,0,0,0,10,0,10,2,0,2,15,0,0,0,0,0,12,12,12,public
feature-envy,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,UML2JagGenerator(ConsoleLogger),1,1,1,0,0,1,1,4,1,0,1,0,3,1,0,0,2,0,0,0,0,0,5.9375,5.9375,127,19,26,1,18,1,590,1322,24112,590,0,0,0,15,3,255,0,0,0,0,7,30,1087,16,30,1450,16,0,15,107,1,95,95,1,0,other,12,0,12,1,14,2,0,0,2,0,0,0,16,15,1,1,0,14,12,0,0,4,14,1,public
feature-envy,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,UML2JagGenerator(),1,0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,5.9375,5.9375,127,19,26,1,18,1,590,1322,24112,590,0,0,0,15,3,255,0,0,0,0,7,30,1087,16,30,1450,16,0,15,107,1,95,95,1,0,other,12,0,12,1,14,2,0,0,2,0,0,0,16,15,1,1,0,14,12,0,0,4,14,1,public
feature-envy,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,generateXML(StringString),1,2,1,0,0,1,2,20,3,0,4,0,6,1,0,0,2,2,0,0,0,0,5.9375,5.9375,127,19,26,1,18,1,590,1322,24112,590,0,0,0,15,3,255,0,0,0,0,7,30,1087,16,30,1450,16,0,15,107,1,95,95,1,0,other,12,0,12,1,14,2,0,0,2,0,0,0,16,15,1,1,0,14,12,0,0,4,14,1,public
feature-envy,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,createEntityEJBs(SimpleModel),4,1,0,35,4,0,7,143,22,0,31,0,99,0.166666667,5,8,7,4,26,0,0.192307692,0,5.9375,5.9375,127,19,26,1,18,1,590,1322,24112,590,0,0,0,15,3,255,0,0,0,0,7,30,1087,16,30,1450,16,0,15,107,1,95,95,1,0,other,12,0,12,1,14,2,0,0,2,0,0,0,16,15,1,1,0,14,12,0,0,4,14,1,public
feature-envy,jag-6.1,com.finalist.jag.uml,UML2JagGenerator,createSessionEJBs(SimpleModel),3,1,0,12,4,0,10,102,18,0,28,0,57,0.076923077,4,7,1,0,18,0,0.222222222,0,5.9375,5.9375,127,19,26,1,18,1,590,1322,24112,590,0,0,0,15,3,255,0,0,0,0,7,30,1087,16,30,1450,16,0,15,107,1,95,95,1,0,other,12,0,12,1,14,2,0,0,2,0,0,0,16,15,1,1,0,14,12,0,0,4,14,1,public
feature-envy,jag-6.1,com.finalist.jaggenerator,SkeletValidator,validateSkelet(),3,0,1,24,6,1,8,374,87,0,39,0,72,0.076923077,8,14,2,3,22,0,0.363636364,0,21.8,19,27,11,16,1,8,0.75,495,5748,24112,523,0,0,1,4,80,255,0,0,0,0,7,263,1087,5,334,1450,6,0,15,33,1,109,114,1,0,other,0,0,0,4,0,0,0,0,1,0,0,0,6,6,0,0,0,4,4,0,0,2,4,0,public
feature-envy,sunflow-0.07.2,org.sunflow.core.camera,SphericalLens,update(ParameterListSunflowAPI),1,2,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,1,0,12,148,24319,12,0,0,0,0,4,191,0,0,1,0,19,12,1361,2,12,1447,2,0,21,3,0,2,2,1,0,other,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,public
feature-envy,sunflow-0.07.2,org.sunflow.core.camera,SphericalLens,getRay(floatfloatintintdoubledoubledouble),1,7,0,0,0,0,1,6,1,0,9,0,6,0,1,1,0,0,1,0,1,0,1,1,0,3,1,1,1,0,12,148,24319,12,0,0,0,0,4,191,0,0,1,0,19,12,1361,2,12,1447,2,0,21,3,0,2,2,1,0,other,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,public
feature-envy,sunflow-0.07.2,org.sunflow.core.camera,PinholeLens,PinholeLens(),1,0,4,0,0,4,1,5,1,0,0,0,2,1,0,0,2,1,0,0,0,0,1,1,0,3,2,1,2,0,29,148,24319,29,0,0,0,2,4,191,0,0,1,0,19,12,1361,4,12,1447,4,0,21,6,1,4,4,1,0,other,0,0,0,4,0,0,0,0,1,0,0,0,4,4,0,0,0,4,1,0,0,3,3,0,public
feature-envy,sunflow-0.07.2,org.sunflow.core.camera,PinholeLens,update(ParameterListSunflowAPI),1,2,0,0,0,0,1,7,1,0,2,0,3,1,1,1,2,1,1,0,1,0,1,1,0,3,2,1,2,0,29,148,24319,29,0,0,0,2,4,191,0,0,1,0,19,12,1361,4,12,1447,4,0,21,6,1,4,4,1,0,other,0,0,0,4,0,0,0,0,1,0,0,0,4,4,0,0,0,4,1,0,0,3,3,0,public
feature-envy,sunflow-0.07.2,org.sunflow.core.camera,PinholeLens,update(),1,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,4,0,0,0,0,0,1,1,0,3,2,1,2,0,29,148,24319,29,0,0,0,2,4,191,0,0,1,0,19,12,1361,4,12,1447,4,0,21,6,1,4,4,1,0,other,0,0,0,4,0,0,0,0,1,0,0,0,4,4,0,0,0,4,1,0,0,3,3,0,public
feature-envy,sunflow-0.07.2,org.sunflow.image,Bitmap,Bitmap(Stringboolean),1,2,1,2,2,1,7,241,55,0,36,0,42,0.666666667,2,2,4,1,2,0,1,0,9.666666667,7.833333333,1,4,9,1,3,0.5,356,1207,24319,372,0,0,3,4,10,191,0,0,0,0,19,89,1361,9,95,1447,12,0,21,21,0.933333333,87,94,0.625,0,other,0,0,0,4,0,0,0,0,2,0,0,0,12,11,1,0,0,4,4,0,0,8,7,1,public
feature-envy,sunflow-0.07.2,org.sunflow.core.shader,PhongShader,scatterPhoton(ShadingStateColor),3,2,0,11,3,0,2,38,3,0,14,0,27,0.153846154,5,13,2,1,18,0,0.277777778,0,1.4,1.4,11,7,21,1,6,0.625,74,1093,24319,74,0,0,0,4,24,191,0,1,1,0,19,94,1361,5,94,1447,5,0,21,31,1,7,7,1,0,other,0,0,0,4,0,0,0,0,1,0,0,0,5,5,0,0,0,4,0,0,1,4,4,0,public
feature-envy,sunflow-0.07.2,org.sunflow.core.accel,KDTree,buildTree(floatfloatfloatfloatfloatfloatKDTree.BuildTaskintIntArrayintIntArrayKDTree.BuildStats),1,12,0,3,2,0,6,214,45,0,69,0,86,0.5625,4,5,9,5,7,0,0.571428571,0,8.538461538,8.538461538,25,12,24,1,11,0.905555556,783,1683,24319,783,0,0,0,15,7,191,2,0,1,0,19,37,1361,13,37,1447,13,0,21,44,0.666666667,111,111,1,0,other,8,0,8,5,10,2,0,0,2,0,0,0,13,6,7,0,0,15,8,0,0,5,11,7,public
feature-envy,sunflow-0.07.2,org.sunflow.core.renderer,BucketRenderer,renderBucket(DisplayintintintIntersectionState),1,5,1,5,2,1,6,102,22,0,37,0,60,0.619047619,6,14,13,1,15,0,0.4,0,7.714285714,7.714285714,5,17,47,1,16,0.87037037,430,646,24319,430,0,0,0,27,8,191,2,0,1,0,19,27,1361,7,28,1447,7,0,21,56,1,54,54,1,0,other,0,0,0,27,0,0,0,0,1,0,0,0,7,7,0,0,0,27,4,0,0,3,6,0,public
feature-envy,marauroa-3.8.1,marauroa.server.game.db,RPObjectDAO,RPObjectDAO(RPObjectFactory),1,1,1,0,0,1,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1.75,1.75,5,11,20,1,9,0.863636364,290,2820,26472,290,0,0,0,2,12,208,0,0,0,0,14,112,1411,12,121,1593,12,0,30,34,0.890909091,21,21,1,0,other,1,0,1,1,1,0,0,0,1,0,0,0,12,12,0,0,0,1,0,1,1,11,11,0,public
feature-envy,marauroa-3.8.1,marauroa.common.game,RPObject,getDifferences(RPObjectRPObject),1,2,2,8,4,2,6,205,34,0,23,0,55,0.777777778,5,10,14,10,16,0,0.3125,0,3.4,3.205479452,24,19,67,3,13,0.894965278,1706,5940,26472,1812,31,17,8,16,26,208,1,0,0,1,14,281,1411,65,330,1593,73,1,30,178,0.47144075,221,234,0.875,0,other,2,0,2,14,2,0,0,0,3,0,0,0,73,73,0,0,1,15,1,0,0,71,62,0,public
feature-envy,jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,CollectionPermutationIter(Set),1,1,1,0,0,1,1,6,1,0,1,0,1,0,2,2,0,0,2,0,1,0,1.142857143,1.333333333,3,3,6,1,3,1,93,707,28493,131,0,1,2,3,5,299,0,0,0,1,33,34,1431,7,39,1475,9,0,19,12,0,8,12,0.75,0,other,0,0,0,3,0,0,0,0,3,0,0,0,9,9,0,0,0,3,1,0,0,8,4,0,public
feature-envy,jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,CollectionPermutationIter(List),1,1,0,0,0,0,1,6,1,0,1,0,1,0,2,2,0,0,2,0,1,0,1.142857143,1.333333333,3,3,6,1,3,1,93,707,28493,131,0,1,2,3,5,299,0,0,0,1,33,34,1431,7,39,1475,9,0,19,12,0,8,12,0.75,0,other,0,0,0,3,0,0,0,0,3,0,0,0,9,9,0,0,0,3,1,0,0,8,4,0,public
feature-envy,jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,CollectionPermutationIter(ListArrayPermutationsIter),1,2,2,2,1,3,1,7,1,0,2,0,4,0,0,0,0,0,0,0,0,0,1.142857143,1.333333333,3,3,6,1,3,1,93,707,28493,131,0,1,2,3,5,299,0,0,0,1,33,34,1431,7,39,1475,9,0,19,12,0,8,12,0.75,0,other,0,0,0,3,0,0,0,0,3,0,0,0,9,9,0,0,0,3,1,0,0,8,4,0,public
feature-envy,jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,hasNext(),1,0,1,1,1,1,1,4,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1.142857143,1.333333333,3,3,6,1,3,1,93,707,28493,131,0,1,2,3,5,299,0,0,0,1,33,34,1431,7,39,1475,9,0,19,12,0,8,12,0.75,0,other,0,0,0,3,0,0,0,0,3,0,0,0,9,9,0,0,0,3,1,0,0,8,4,0,public
feature-envy,jgrapht-0.8.1,org.jgrapht.graph,AbstractBaseGraph,AbstractBaseGraph(EdgeFactorybooleanboolean),2,3,9,6,1,9,2,18,2,0,3,0,9,0,2,2,0,0,2,0,1,0,1.862068966,1.806451613,14,11,29,2,10,1,1127,6459,28493,1151,0,0,2,11,82,299,6,9,3,2,33,432,1431,29,443,1475,31,0,19,53,0,54,56,0,0,abstract,2,0,2,9,2,0,0,0,1,0,0,0,31,31,0,1,0,10,3,0,0,28,28,0,public
feature-envy,jgrapht-0.8.1,org.jgrapht.alg,KShortestPathsIterator,KShortestPathsIterator(GraphObjectObjectint),3,4,1,7,1,1,1,20,1,0,4,0,11,0,1,1,0,0,1,0,1,0,2,2,8,6,17,1,6,1,307,6812,28493,307,0,0,0,8,69,299,0,0,1,0,33,293,1431,13,299,1475,13,0,19,21,0,26,26,1,0,other,0,0,0,8,0,0,0,0,1,0,0,0,13,13,0,0,1,8,8,0,0,4,12,0,package
feature-envy,emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,get(int),1,1,0,0,0,0,1,4,1,0,1,0,2,1,1,1,1,0,1,0,1,0,1.25,1.25,0,2,8,1,2,0.142857143,88,1578,34404,88,0,1,0,1,16,262,0,0,1,3,57,130,1524,8,136,1805,8,0,26,16,1,10,10,1,0,final,0,0,0,1,0,0,0,0,1,0,0,0,8,8,0,0,1,1,0,0,0,7,7,0,package
feature-envy,emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,size(),1,0,0,0,0,0,1,4,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1.25,1.25,0,2,8,1,2,0.142857143,88,1578,34404,88,0,1,0,1,16,262,0,0,1,3,57,130,1524,8,136,1805,8,0,26,16,1,10,10,1,0,final,0,0,0,1,0,0,0,0,1,0,0,0,8,8,0,0,1,1,0,0,0,7,7,0,package
feature-envy,emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,length(),1,0,0,0,0,0,1,4,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1.25,1.25,0,2,8,1,2,0.142857143,88,1578,34404,88,0,1,0,1,16,262,0,0,1,3,57,130,1524,8,136,1805,8,0,26,16,1,10,10,1,0,final,0,0,0,1,0,0,0,0,1,0,0,0,8,8,0,0,1,1,0,0,0,7,7,0,package
feature-envy,emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,clone(),1,0,0,0,0,0,2,16,2,0,2,0,3,1,1,1,1,0,1,0,1,0,1.25,1.25,0,2,8,1,2,0.142857143,88,1578,34404,88,0,1,0,1,16,262,0,0,1,3,57,130,1524,8,136,1805,8,0,26,16,1,10,10,1,0,final,0,0,0,1,0,0,0,0,1,0,0,0,8,8,0,0,1,1,0,0,0,7,7,0,package
feature-envy,emma-2.0.5312,com.vladium.util.args,OptsParser,parse(String[]),1,1,0,0,0,0,8,284,35,0,24,0,43,0.466666667,5,11,7,4,19,0,0.263157895,0,10,10,0,4,22,1,7,0.895833333,1566,1627,34404,1566,0,0,0,6,8,262,6,0,1,3,57,64,1524,9,92,1805,9,0,26,49,1,90,90,1,0,final,9,2,7,0,7,0,0,0,2,0,0,0,9,5,4,0,2,9,5,0,0,2,7,4,package
feature-envy,emma-2.0.5312,com.vladium.emma.data,DataFactory,mergeload(File),1,1,0,3,3,0,8,104,21,0,17,0,21,0.5,3,7,2,1,7,0,0.428571429,1,4.565217391,4.565217391,7,11,17,1,8,0.944444444,776,2551,34404,776,0,0,0,9,16,262,4,0,0,5,57,117,1524,23,142,1805,23,2,26,42,0.114285714,105,105,0,0,abstract,9,0,9,0,9,0,0,0,1,0,0,0,23,1,22,0,0,7,8,0,0,15,22,22,public
feature-envy,emma-2.0.5312,com.vladium.emma.instr,InstrVisitor.clinitHeader,clinitHeader(InstrVisitorint),3,2,1,10,3,1,2,51,4,0,9,0,21,0.166666667,4,7,2,0,7,0,0.571428571,0,2.25,2.25,2,8,9,2,4,1,76,3957,34404,76,3,0,0,2,29,262,0,0,0,0,57,105,1524,4,129,1805,4,0,26,16,0.333333333,9,9,0,1,final,2,1,1,0,1,0,0,0,1,0,0,0,4,4,0,0,4,2,0,0,0,0,3,0,package
feature-envy,emma-2.0.5312,com.vladium.emma.report.html,ReportGenerator,embedSrcFile(SrcFileItemHTMLDocumentIntObjectMapSourcePathCache),3,4,0,16,9,0,9,169,22,2,29,2,57,0.448275862,17,16,13,0,21,2,0.80952381,0,6.076923077,5.620689655,44,58,71,3,38,0.975913621,1538,1583,34404,1583,4,5,3,43,2,262,1,0,1,0,57,29,1524,26,32,1805,29,0,26,154,0.80952381,158,163,0.875,0,final,40,2,38,4,38,0,0,0,1,1,1,0,28,21,7,0,0,44,21,0,0,8,25,7,public
feature-envy,emma-2.0.5312,com.vladium.emma.report,AbstractReportGenerator,initialize(IMetaDataICoverageDataSourcePathCacheIProperties),3,4,3,12,6,3,6,159,23,0,29,0,55,0.523809524,15,27,11,0,36,0,0.416666667,0,7.75,7.75,12,25,30,2,19,0.733333333,228,3757,34404,228,0,0,0,10,42,262,0,3,1,10,57,137,1524,4,219,1805,4,0,26,44,0.5,31,31,0,0,abstract,1,0,1,10,1,0,0,0,0,0,0,0,4,3,1,0,0,1,0,10,1,3,4,1,public
feature-envy,log4j-1.2.16,org.apache.log4j.pattern,BridgePatternParser,BridgePatternParser(String),1,1,1,0,0,1,1,4,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,9,2,2,2,0,21,3130,34617,21,4,1,0,0,37,296,0,0,0,0,19,143,1724,2,157,2118,2,0,22,22,1,2,2,1,0,final,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,public
feature-envy,log4j-1.2.16,org.apache.log4j.pattern,ThreadPatternConverter,ThreadPatternConverter(),1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,2,1,3,2,1,31,3130,34617,31,6,0,0,1,37,296,0,0,0,0,19,143,1724,3,157,2118,3,0,22,11,0,3,3,1,0,other,1,0,1,0,1,0,0,0,1,0,0,0,3,2,1,0,0,1,1,0,0,2,2,1,public
feature-envy,axion-1.0-M2,org.axiondb.jdbc,ConnectionFactory,isValidConnectString(String),1,1,2,0,0,2,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,2,2,0,1,1,1,1,0,24,3219,28583,24,0,0,0,1,12,223,0,2,0,2,38,471,2592,2,549,2989,2,1,13,3,1,4,4,0,0,abstract,1,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,public
feature-envy,axion-1.0-M2,org.axiondb.jdbc,ConnectionFactory,createConnection(String),1,1,2,0,0,2,2,15,3,0,5,0,6,1,1,1,1,0,1,0,1,0,2,2,0,1,1,1,1,0,24,3219,28583,24,0,0,0,1,12,223,0,2,0,2,38,471,2592,2,549,2989,2,1,13,3,1,4,4,0,0,abstract,1,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,public
feature-envy,axion-1.0-M2,org.axiondb.jdbc,AbstractAxionBlob,getBinaryStream(),1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,58,3219,28583,58,0,0,0,0,12,223,0,1,1,2,38,471,2592,11,549,2989,11,0,13,11,0,11,11,0,0,other,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,11,0,public
feature-envy,axion-1.0-M2,org.axiondb.engine,BaseArrayIndex,supportsOperator(ComparisonOperator),3,1,0,7,3,0,3,19,7,3,1,2,8,0.142857143,4,3,1,0,5,2,0.8,0,3.125,3,13,16,16,3,14,0.875,169,5633,28583,174,0,0,1,2,51,223,0,2,1,0,38,458,2592,16,510,2989,17,0,13,40,0.142857143,50,51,0,0,abstract,0,0,0,1,1,1,7,0,2,0,0,0,10,17,0,0,0,2,0,0,7,10,14,0,public
feature-envy,axion-1.0-M2,org.axiondb.parser,AxionSqlParser,SqlTableList(FromNode),2,1,0,5,1,0,3,26,5,0,3,0,13,0.166666667,1,1,1,3,5,0,0.2,0,6.518324607,6.494791667,55,49,56,1,43,0.742873764,2993,5347,28583,3001,0,0,1,9,6,223,0,0,2,2,38,260,2592,191,264,2989,192,4,13,286,0.950925926,1245,1247,0.943820225,0,other,0,0,0,10,1,1,0,0,4,184,183,1,8,8,0,1,0,6,107,0,0,85,187,1,public
feature-envy,axion-1.0-M2,org.axiondb.engine.commands,SelectCommand,processFromTree(FromNodeDatabase),3,2,0,14,4,0,6,164,39,0,25,0,46,0.222222222,13,16,4,2,26,0,0.5,0,5.24,3.947368421,21,39,49,2,29,0.926868045,637,2074,28583,745,0,0,13,17,17,223,0,0,0,0,38,145,2592,25,207,2989,38,0,13,130,0.327635328,131,150,0,0,other,0,0,0,17,0,0,0,0,1,0,0,0,38,38,0,0,0,17,10,0,1,27,24,0,public
feature-envy,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,AnnealingLayoutSettings,AnnealingLayoutSettings(AnnealingLayoutAlgorithmboolean),1,2,2,0,0,2,1,124,1,0,11,0,46,1,0,0,35,2,0,0,0,0,1.660377358,1.528089888,3,1,4,5,5,0.959582943,1633,12877,33431,2078,520,0,36,97,50,426,4,0,1,1,16,400,1530,53,545,1879,89,34,22,94,0.11512605,88,136,0.292929293,0,other,34,0,34,63,34,0,0,0,1,0,0,0,89,89,0,2,0,59,3,2,21,65,52,0,public
feature-envy,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,AnnealingLayoutSettings,revert(),1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.660377358,1.528089888,3,1,4,5,5,0.959582943,1633,12877,33431,2078,520,0,36,97,50,426,4,0,1,1,16,400,1530,53,545,1879,89,34,22,94,0.11512605,88,136,0.292929293,0,other,34,0,34,63,34,0,0,0,1,0,0,0,89,89,0,2,0,59,3,2,21,65,52,0,public
feature-envy,jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,GEMLayoutSettings,setOptimizationConfiguration(Properties),4,1,0,30,1,0,1,4,1,0,1,0,33,0.032258065,1,0,1,0,1,0,1,0,1.507936508,1.290909091,33,3,11,5,12,0.968862941,1312,12877,33431,1834,519,1,47,99,50,426,9,0,1,1,16,400,1530,63,545,1879,110,47,22,124,0.142318059,95,142,0.333333333,0,other,47,0,47,52,47,0,0,0,1,0,0,0,110,110,0,0,0,51,3,1,16,91,62,0,public
feature-envy,jgraphpad-5.10.0.2,org.jgraph.plugins.codecs,JGraphGEOCodec,decode(JGraphDefaultGraphCellDefaultGraphCellDefaultGraphCellInputStreamintint),1,7,1,0,0,1,7,125,39,0,43,0,44,0,1,1,0,1,1,0,1,1,20.5,20.5,0,1,1,1,1,0,150,3009,33431,150,0,0,0,0,22,426,0,0,0,0,16,94,1530,2,112,1879,2,0,22,3,0,41,41,1,0,other,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,2,public
feature-envy,jgraphpad-5.10.0.2,org.microplatform.gui,org.microplatform.gui.MDIContainer$1,construct(),3,0,0,10,3,0,2,29,2,1,1,2,12,0,4,7,0,0,9,2,0.444444444,0,2,2,10,5,7,2,4,0,31,713,33431,31,8,0,0,0,9,426,1,0,0,0,16,49,1530,1,67,1879,1,0,22,20,1,2,2,0,0,other,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,package
feature-envy,jext-5.0,org.jext.textarea,CsWord,CsWord(intint),1,2,1,0,0,1,1,6,2,0,2,0,6,1,1,1,4,0,1,0,1,0,13,13,0,3,2,2,1,1,129,348,34855,129,7,0,0,7,9,485,0,0,0,0,19,18,1864,2,18,2169,2,5,37,12,1,26,26,0.285714286,0,other,5,0,5,2,5,0,0,0,1,0,0,0,2,2,0,0,0,2,0,0,0,2,1,0,public
feature-envy,jext-5.0,org.jext.project,DefaultProjectManager,jextEventFired(JextEvent),2,1,0,9,3,0,3,21,8,0,1,0,12,0.181818182,6,4,2,1,7,0,0.857142857,0,2.75,2.363636364,13,10,13,2,11,0.78,320,935,34855,353,3,0,3,5,7,485,2,0,1,4,19,56,1864,8,68,2169,11,0,37,32,0.428571429,22,26,0.666666667,0,other,0,0,0,5,0,0,0,0,1,0,0,0,11,11,0,0,0,5,2,0,0,9,7,0,public
feature-envy,cobertura-1.9.4.1,net.sourceforge.cobertura.javancss.parser.java15.debug,JavaParser15Debug,_formatPackage(String),1,1,0,0,0,0,2,7,2,0,1,0,1,0,0,0,0,0,0,0,0,0,5.541493776,5.460285132,6,7,10,1,5,0.979644165,6929,10474,58364,6989,0,0,9,39,9,107,2,0,2,1,10,583,3159,482,596,3309,491,3,19,503,0.863372093,2671,2681,0.912408759,0,other,1,1,0,39,0,0,0,0,5,112,112,0,379,378,1,1,0,36,357,0,0,134,477,1,public
feature-envy,cobertura-1.9.4.1,net.sourceforge.cobertura.javancss.parser.java15.debug,JavaParser15Debug,parse(),1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.541493776,5.460285132,6,7,10,1,5,0.979644165,6929,10474,58364,6989,0,0,9,39,9,107,2,0,2,1,10,583,3159,482,596,3309,491,3,19,503,0.863372093,2671,2681,0.912408759,0,other,1,1,0,39,0,0,0,0,5,112,112,0,379,378,1,1,0,36,357,0,0,134,477,1,public
feature-envy,cobertura-1.9.4.1,net.sourceforge.cobertura.javancss.parser.java15.debug,JavaParser15Debug,parseImportUnit(),1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.541493776,5.460285132,6,7,10,1,5,0.979644165,6929,10474,58364,6989,0,0,9,39,9,107,2,0,2,1,10,583,3159,482,596,3309,491,3,19,503,0.863372093,2671,2681,0.912408759,0,other,1,1,0,39,0,0,0,0,5,112,112,0,379,378,1,1,0,36,357,0,0,134,477,1,public
feature-envy,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,XMLSchedulingDataProcessor(ClassLoadHelper),1,1,1,0,0,1,1,4,1,0,1,0,2,1,0,0,1,1,0,0,0,0,4.263157895,4.1,14,11,34,1,12,0.963869464,1100,1238,52319,1127,0,0,2,22,3,280,1,0,1,0,36,46,2438,38,49,2923,40,5,44,88,0.426742532,162,164,0.727272727,0,other,8,1,7,14,7,0,0,0,1,0,0,0,40,40,0,0,0,5,1,12,22,17,37,0,public
