severity,NOP_method,ATFD_method,ATLD_method,MAXNESTING_method,LOC_method,MaMCL_method,LAA_method,FANOUT_method,CLNAMM_method,CDISP_method,isStatic_method,DIT_type,FANOUT_type,LCOM5_type,NIM_type,NOAM_type,NOA_type,NOII_type,NOI_package,NOMNAMM_package,NOM_project,NOPK_project,RFC_type,TCC_type,WOC_type,modifier_type,num_not_final_not_static_attributes,number_constructor_DefaultConstructor_methods,number_not_abstract_not_final_methods,number_not_final_static_methods,number_private_visibility_attributes,number_protected_visibility_methods,visibility_type
0,3,0,2,1,27,0,1,0,0,0,0,5,0,1,520,0,2,1,0,66,8798,21,2,1,1,other,0,0,2,0,2,0,public
0,1,0,0,1,3,0,0,0,1,0,0,1,0,0.285714286,0,3,3,0,1,86,8322,36,8,0.7,0.571428571,other,5,0,8,0,0,0,public
0,2,0,2,1,4,0,1,0,0,0,0,1,0,0.285714286,0,3,3,0,1,86,8322,36,8,0.7,0.571428571,other,5,0,8,0,0,0,public
3,4,16,6,6,289,2,0.272727273,28,5,0.538461538,0,5,53,0.928571429,565,0,7,0,1,373,8322,36,127,1,0.5,final,1,0,9,0,5,0,public
3,5,31,0,7,150,0,0,9,1,0.3,0,2,22,0.993006993,11,0,11,0,11,2231,8322,36,86,1,0.411764706,other,0,0,14,0,1,0,public
0,0,0,0,1,1,0,0,0,0,0,0,4,4,1,23,1,1,0,3,455,10364,29,9,0,0.75,other,0,0,4,1,1,0,public
0,0,0,1,1,1,0,1,0,0,0,0,4,4,1,23,1,1,0,3,455,10364,29,9,0,0.75,other,0,0,4,1,1,0,public
2,2,19,1,5,54,0,0.05,0,0,0,0,5,7,0.894179894,170,4,7,1,3,455,10364,29,190,0.263333333,0.80952381,other,6,0,28,0,7,6,public
0,9,2,1,6,124,0,0.5,2,0,1,0,1,15,0.933333333,0,3,6,0,4,2415,10364,29,28,0.428571429,0.625,other,2,0,11,0,0,1,public
0,0,0,0,1,4,0,0,0,1,0,0,1,7,0.779220779,0,5,7,1,6,299,10384,42,38,0.785714286,0.739130435,other,5,0,23,0,2,1,public
0,1,0,0,1,5,0,0,0,1,0,0,1,7,0.779220779,0,5,7,1,6,299,10384,42,38,0.785714286,0.739130435,other,5,0,23,0,2,1,public
0,0,0,2,1,11,0,1,0,0,0,0,1,7,0.779220779,0,5,7,1,6,299,10384,42,38,0.785714286,0.739130435,other,5,0,23,0,2,1,public
0,4,4,11,3,141,2,0.733333333,9,0,0.692307692,1,3,15,0.913580247,50,2,9,1,4,961,10384,42,116,0.333333333,0.933333333,final,9,0,19,6,9,0,package
1,9,5,3,6,152,0,0.375,8,0,0.533333333,0,3,9,1,34,0,4,0,5,754,10384,42,75,0.476190476,1,other,0,0,8,2,4,0,public
0,1,0,1,1,3,0,1,0,0,0,0,1,0,0.5,0,1,1,0,1,66,10153,54,3,1,0.666666667,other,1,0,3,0,1,0,public
0,0,0,1,1,3,0,1,0,0,0,0,1,0,0.5,0,1,1,0,1,66,10153,54,3,1,0.666666667,other,1,0,3,0,1,0,public
0,0,0,1,1,4,0,1,0,0,0,0,1,0,0.5,0,1,1,0,1,66,10153,54,3,1,0.666666667,other,1,0,3,0,1,0,public
0,1,3,3,7,325,0,0.5,5,0,0.625,0,1,5,1,0,0,5,1,2,95,10153,54,11,1,1,other,1,0,3,0,5,0,public
2,4,8,9,9,192,0,0.529411765,14,5,0.318181818,0,5,26,0.93877551,27,3,14,2,2,253,10153,54,143,0.404411765,0.8125,other,5,0,22,1,13,2,public
2,4,10,5,6,118,2,0.277777778,15,1,0.46875,0,2,24,0.976190476,5,0,6,1,2,1168,10153,54,71,0.047619048,1,final,1,0,8,1,2,0,public
0,0,0,0,1,3,0,0,0,0,0,0,1,3,0.903846154,0,3,4,1,0,11,11967,149,19,0.076923077,0.785714286,other,4,0,14,1,4,0,public
0,0,0,1,1,4,0,1,0,0,0,0,1,3,0.903846154,0,3,4,1,0,11,11967,149,19,0.076923077,0.785714286,other,4,0,14,1,4,0,public
0,0,0,1,1,4,0,1,0,0,0,0,1,3,0.903846154,0,3,4,1,0,11,11967,149,19,0.076923077,0.785714286,other,4,0,14,1,4,0,public
2,0,13,3,3,250,0,0.1875,12,0,0.461538462,0,3,12,1,45,4,5,0,0,113,11967,149,120,0,0.555555556,other,5,0,9,0,5,0,public
2,4,11,5,3,186,0,0.3125,11,2,0.333333333,0,1,20,0.926339286,0,12,14,1,1,153,11967,149,166,0.260651629,0,abstract,11,0,10,0,14,6,public
2,1,10,4,3,28,0,0.285714286,1,0,1,0,2,2,0.5,21,0,1,0,0,190,11967,149,30,1,1,final,1,0,3,0,1,0,public
2,4,13,35,10,1134,2,0.660377358,30,12,0.38961039,0,2,43,0.969211823,10,27,28,0,15,386,11967,149,190,0.295238095,0.357142857,other,20,0,59,5,28,0,public
2,2,8,0,2,38,0,0,4,0,0.363636364,0,3,4,0,14,0,0,0,0,74,11709,382,28,0,1,other,0,1,3,0,0,0,public
1,1,5,1,6,108,0,0.166666667,6,0,0.4,0,2,12,0.714285714,9,1,3,0,0,180,11709,382,69,0.642105263,0.928571429,other,3,0,21,0,0,7,public
3,7,27,7,7,204,0,0.21875,26,1,0.376811594,0,1,28,0.8125,0,0,8,0,0,99,11709,382,79,1,1,other,8,0,5,0,8,0,public
0,8,0,6,6,112,0,1,8,7,0.888888889,0,2,17,0.964791427,60,27,39,2,5,1076,11810,69,163,0.129032258,0.458333333,other,26,0,68,0,26,5,public
0,1,0,0,1,4,0,0,0,1,0,1,1,8,0,0,0,0,0,4,129,12486,133,20,0,1,final,0,0,1,1,0,0,public
1,4,6,5,5,183,0,0.454545455,13,1,0.464285714,0,1,17,0.931372549,0,8,6,0,4,129,12486,133,53,0.736263736,0.5,other,5,0,12,0,5,0,public
0,9,2,9,8,125,0,0.75,4,3,0.363636364,0,2,24,0.899782135,69,2,17,1,6,1771,12486,133,226,0.574879227,0.935483871,other,14,0,47,3,14,10,package
2,4,16,1,9,175,0,0.058823529,9,1,0.529411765,0,2,16,1,4,0,2,0,6,1771,12486,133,35,0.166666667,1,final,1,1,6,1,1,0,package
0,0,0,1,1,6,0,1,0,0,0,0,5,3,1,49,0,1,0,1,182,15627,106,79,0,1,final,0,1,3,0,1,0,public
0,2,1,0,1,7,0,0,3,0,1,0,5,3,1,49,0,1,0,1,182,15627,106,79,0,1,final,0,1,3,0,1,0,public
0,0,0,18,1,21,0,1,1,0,1,0,4,10,0.961309524,41,21,24,1,1,182,15627,106,110,0.259259259,0.16,final,22,0,29,0,19,4,public
0,5,0,5,6,101,0,1,5,8,0.714285714,0,3,24,0.859728507,20,2,13,1,0,135,15627,106,121,0.462184874,0.875,other,12,0,35,2,0,27,public
2,4,14,0,6,248,0,0,2,2,0.5,0,1,2,0,0,0,0,1,0,7,15627,106,7,1,1,other,0,0,3,0,0,0,public
0,1,0,1,1,3,0,1,0,0,0,0,1,5,1,0,0,3,1,0,19,13676,37,28,0.006535948,1,other,2,0,19,0,3,0,public
3,1,26,15,4,206,2,0.365853659,16,1,0.470588235,0,3,25,1,22,0,5,0,1,1182,13676,37,168,0.133333333,1,other,4,0,11,0,1,9,public
2,6,20,19,3,103,2,0.487179487,13,2,0.333333333,0,1,27,0.924768519,0,3,27,2,1,1182,13676,37,145,0.251231527,0.545454545,other,26,0,33,0,1,23,public
3,4,41,11,6,381,3,0.229166667,6,1,0.25,0,3,32,0.987599935,0,41,81,1,16,3633,13676,37,500,0.092497172,0,abstract,25,0,224,11,27,5,public
2,5,15,1,7,126,0,0.066666667,12,0,0.5,1,2,12,0.958333333,0,4,3,1,2,153,13676,37,37,0.285714286,0,abstract,2,0,9,1,3,0,public
0,2,0,2,1,5,0,1,0,0,0,0,1,1,0.833333333,0,1,3,0,2,428,17113,66,4,1,0.666666667,other,3,0,3,0,0,0,public
0,1,0,1,1,4,0,1,0,0,0,0,1,1,0.833333333,0,1,3,0,2,428,17113,66,4,1,0.666666667,other,3,0,3,0,0,0,public
0,1,4,18,6,128,0,0.818181818,8,3,0.666666667,0,2,27,0.975833333,47,2,50,0,0,75,17113,66,196,0.437229437,0.6,other,37,0,25,1,4,18,public
2,5,9,14,7,157,2,0.608695652,10,4,0.4,0,2,27,0.975833333,47,2,50,0,0,75,17113,66,196,0.437229437,0.6,other,37,0,25,1,4,18,public
0,2,0,1,2,7,0,1,1,0,1,0,1,3,0.666666667,0,0,1,1,5,203,17321,75,11,0.666666667,1,other,1,0,7,1,1,0,public
0,3,0,1,1,4,0,1,1,0,1,0,1,3,0.666666667,0,0,1,1,5,203,17321,75,11,0.666666667,1,other,1,0,7,1,1,0,public
0,1,0,0,5,161,0,0,1,4,0.25,1,1,3,0.828571429,0,0,10,2,5,203,17321,75,14,0.75,0.857142857,other,9,1,9,1,0,2,public
0,12,0,3,7,104,0,1,4,7,0.8,0,1,14,0.955,0,11,8,2,5,203,17321,75,106,0.511836735,0.388888889,other,8,1,52,2,0,32,public
0,6,4,21,6,193,0,0.84,4,2,0.363636364,0,1,10,0.684210526,0,2,19,1,0,254,17321,75,58,0.8,0.6,other,21,1,11,0,0,5,public
0,0,0,0,1,5,0,0,1,0,1,0,4,3,0,67,0,0,0,0,17,18015,125,41,0,1,other,0,0,3,0,0,2,package
0,0,1,1,2,5,0,1,3,0,0.75,0,4,3,0,67,0,0,0,0,17,18015,125,41,0,1,other,0,0,3,0,0,2,package
0,1,1,1,1,5,0,1,3,0,0.75,0,4,3,0,67,0,0,0,0,17,18015,125,41,0,1,other,0,0,3,0,0,2,package
0,5,0,0,7,388,0,0,3,2,0.6,0,1,3,0,0,0,0,1,1,36,18015,125,9,0,1,other,0,1,5,0,0,0,public
0,3,1,2,2,8,0,0.666666667,2,0,1,0,7,3,1,0,0,2,0,0,79,17693,77,7,1,0,abstract,2,0,2,0,0,1,public
0,1,0,1,3,11,0,1,2,0,0.666666667,0,7,3,1,0,0,2,0,0,79,17693,77,7,1,0,abstract,2,0,2,0,0,1,public
0,8,0,6,10,245,0,1,2,14,1,1,1,7,0.965079365,0,0,15,0,7,753,17693,77,35,1,0.166666667,other,0,0,22,22,0,0,public
0,1,0,0,1,3,0,0,0,0,0,0,5,0,0,15,0,0,0,0,8,19618,133,1,1,1,final,0,0,1,0,0,0,public
0,0,0,0,1,3,0,0,0,0,0,0,4,0,0,15,0,0,0,0,8,19618,133,4,1,1,final,0,0,4,0,0,0,public
3,1,28,15,4,176,0,0.348837209,16,0,0.666666667,0,1,20,0.953125,0,0,16,1,0,5,19618,133,37,1,1,other,16,0,5,1,16,0,public
2,1,7,0,6,108,0,0,10,1,0.454545455,1,1,10,0,0,0,0,0,0,25,19618,133,24,1,1,final,0,0,2,2,0,0,public
0,1,0,0,1,4,0,0,1,1,1,0,3,15,0.96,50,0,5,0,0,16,1092,16,137,0.222222222,0.875,other,4,0,11,0,0,4,public
0,0,0,0,1,8,0,0,0,1,0,0,3,15,0.96,50,0,5,0,0,16,1092,16,137,0.222222222,0.875,other,4,0,11,0,0,4,public
0,0,0,6,2,20,0,1,3,0,1,0,3,15,0.96,50,0,5,0,0,16,1092,16,137,0.222222222,0.875,other,4,0,11,0,0,4,public
0,0,2,4,2,21,0,0.666666667,4,0,0.8,0,3,15,0.96,50,0,5,0,0,16,1092,16,137,0.222222222,0.875,other,4,0,11,0,0,4,public
2,3,11,4,6,339,2,0.266666667,14,1,0.358974359,0,1,15,0.9,0,2,5,3,0,168,1092,16,56,0.177777778,0.666666667,other,3,0,11,0,0,1,public
0,2,1,2,2,13,0,0.666666667,3,1,1,0,1,5,0.8,0,0,3,2,0,17,1092,16,11,0.6,1,other,3,0,6,0,0,1,public
