severity,NOP_method,ATFD_method,MAXNESTING_method,LOC_method,LAA_method,FANOUT_method,CLNAMM_method,CDISP_method,isStatic_method,AMW_type,CBO_type,DIT_type,FANOUT_type,LCOM5_type,MaMCL_method,NIM_type,NOAM_type,NOII_type,NOI_package,NOMNAMM_package,NOM_project,NOPK_project,RFC_type,TCC_type,WMC_type,WOC_type,modifier_type,num_final_attributes,num_not_final_not_static_attributes,number_constructor_DefaultConstructor_methods,number_not_final_static_methods,number_package_visibility_attributes,number_private_visibility_attributes,number_protected_visibility_methods,number_static_methods,visibility_type
3,11,5,7,309,0.444444444,1,0,0.25,0,9.896551724,12,1,12,0.89010989,0,0,2,1,3,144,6880,22,67,0.58008658,287,0.913043478,other,3,8,0,0,0,6,0,0,public
3,12,5,6,367,0.285714286,1,0,0.333333333,0,9.896551724,12,1,12,0.89010989,0,0,2,1,3,144,6880,22,67,0.58008658,287,0.913043478,other,3,8,0,0,0,6,0,0,public
2,13,23,6,135,0.115384615,8,3,0.32,0,8.347826087,21,1,16,0.827272727,0,0,3,0,4,301,6880,22,86,0.490909091,192,0.6,other,0,16,0,0,0,15,0,0,public
2,11,13,8,107,0.181818182,9,2,0.45,0,13,74,1,67,0.692036646,0,0,3,2,4,301,6880,22,219,0.501893939,442,0.36,other,13,94,0,0,0,0,22,0,public
1,4,5,8,165,0.666666667,4,0,0.571428571,0,11.57575758,42,1,37,0.787715517,0,0,3,2,1,74,6880,22,161,0.577777778,382,0.4375,other,7,50,0,0,0,51,0,0,public
3,24,12,7,646,0.333333333,4,2,0.5,0,11.57575758,42,1,37,0.787715517,3,0,3,2,1,74,6880,22,161,0.577777778,382,0.4375,other,7,50,0,0,0,51,0,0,public
3,29,18,8,673,0.28,5,3,0.5,0,11.57575758,42,1,37,0.787715517,3,0,3,2,1,74,6880,22,161,0.577777778,382,0.4375,other,7,50,0,0,0,51,0,0,public
3,26,19,8,576,0.269230769,5,3,0.384615385,0,11.57575758,42,1,37,0.787715517,3,0,3,2,1,74,6880,22,161,0.577777778,382,0.4375,other,7,50,0,0,0,51,0,0,public
0,1,0,1,3,1,0,0,0,0,2.653846154,10,1,8,0.901176471,0,0,5,0,2,112,7652,22,58,0.463157895,69,0.344827586,final,8,9,0,8,0,3,0,8,public
0,1,0,1,12,1,1,1,1,1,2.653846154,10,1,8,0.901176471,0,0,5,0,2,112,7652,22,58,0.463157895,69,0.344827586,final,8,9,0,8,0,3,0,8,public
0,1,0,1,10,1,0,1,0,1,2.653846154,10,1,8,0.901176471,0,0,5,0,2,112,7652,22,58,0.463157895,69,0.344827586,final,8,9,0,8,0,3,0,8,public
0,1,0,1,6,0,0,1,0,1,2.653846154,10,1,8,0.901176471,0,0,5,0,2,112,7652,22,58,0.463157895,69,0.344827586,final,8,9,0,8,0,3,0,8,public
2,4,39,2,239,0.35,9,2,0.642857143,1,2.201923077,29,1,21,0.95082994,0,0,47,0,2,112,7652,22,173,0.389404247,229,0.464912281,other,5,26,0,37,7,10,0,37,public
2,5,14,6,105,0.066666667,6,0,0.461538462,0,14.63636364,77,3,30,0,0,183,0,0,12,2196,7652,22,427,0,161,0,other,0,0,0,1,0,0,0,1,public
2,5,16,7,103,0,11,1,0.578947368,1,9.882352941,23,1,16,0.53125,0,0,0,0,12,2196,7652,22,57,0.458333333,168,1,other,0,2,0,5,2,0,0,5,public
2,7,21,6,145,0,12,1,0.6,1,9,57,3,31,0.952380952,0,58,0,0,12,2196,7652,22,224,0.073529412,198,1,other,0,4,0,3,4,0,0,3,public
2,5,13,6,132,0.176470588,7,3,0.538461538,0,6.830882353,68,2,48,0.848148148,0,48,0,0,12,2196,7652,22,369,0.82852377,929,0,other,1,3,0,0,1,0,3,0,public
2,8,11,6,143,0.153846154,4,5,0.666666667,0,3.704918033,21,1,15,0.960606061,0,0,10,1,1,168,7652,22,110,0.235028249,226,0.782608696,other,15,7,0,0,9,8,0,0,public
3,4,11,7,429,0.59375,3,12,0.5,0,13.23076923,12,1,17,0.980105001,0,0,6,0,0,114,7652,22,132,0.218461538,1032,0.793103448,other,23,44,0,16,3,94,2,16,public
2,6,2,7,183,0.904761905,1,2,0.25,0,8.366666667,3,1,3,0.875331565,0,0,1,0,0,121,7652,22,42,0.849002849,251,0.75,other,11,28,0,0,12,1,19,0,public
0,1,0,1,3,1,0,0,0,0,5.5,3,2,3,1,0,44,0,0,0,133,8059,110,10,1,22,1,other,4,0,0,2,0,4,0,2,public
3,4,33,6,129,0.23255814,9,2,0.225,0,8.4,11,2,9,0.966666667,0,15,1,0,1,16,8059,110,50,0.083333333,84,0.9,other,0,10,0,0,0,10,0,0,public
0,1,0,1,10,1,1,0,1,0,5,11,1,6,0.818181818,0,0,0,0,5,360,9246,40,22,1,20,1,other,7,4,1,0,0,2,0,0,public
0,2,11,2,18,0.266666667,3,0,0.5,0,5,11,1,6,0.818181818,0,0,0,0,5,360,9246,40,22,1,20,1,other,7,4,1,0,0,2,0,0,public
0,3,8,2,25,0,1,0,1,0,5,11,1,6,0.818181818,0,0,0,0,5,360,9246,40,22,1,20,1,other,7,4,1,0,0,2,0,0,public
2,4,8,7,251,0.4,6,3,0.4,0,6.903846154,28,1,32,0.970739065,0,0,9,2,5,360,9246,40,125,0.283391405,359,0.717948718,other,37,25,0,8,0,23,3,9,public
0,1,0,1,4,0,1,0,1,1,1,1,1,1,0,0,0,0,0,2,282,9900,48,2,1,1,1,other,0,0,0,1,0,0,0,1,public
0,1,0,1,13,1,2,1,0.4,1,1.75,9,2,5,1,0,12,0,0,2,282,9900,48,33,0.333333333,7,0.666666667,other,1,1,0,1,2,0,2,1,public
0,0,0,1,4,0,1,0,1,0,1.75,9,2,5,1,0,12,0,0,2,282,9900,48,33,0.333333333,7,0.666666667,other,1,1,0,1,2,0,2,1,public
0,0,7,3,39,0.222222222,4,0,0.5,0,3.548387097,25,1,27,0.949094047,0,0,2,0,2,282,9900,48,160,0.623163842,220,0.1,other,9,9,1,1,0,1,59,1,public
2,4,1,6,117,0.8,4,0,0.363636364,1,4.055555556,24,1,20,0.958823529,0,0,1,2,8,135,9900,48,61,0.515151515,73,0.9,other,7,3,0,5,2,8,0,5,public
3,0,52,8,394,0.158730159,23,7,0.469387755,0,5.92,30,1,26,0.939102564,3,0,8,0,7,317,9900,48,92,0.301470588,148,0.736842105,other,0,12,0,4,1,0,1,4,public
2,0,7,7,102,0.65,12,4,0.545454545,0,2.958333333,74,4,38,0.93768997,0,59,6,1,11,379,9900,48,249,0.399460189,142,0.85,other,0,12,0,1,1,0,4,1,public
0,0,0,1,5,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,66,8798,21,1,1,1,0.083333333,other,0,11,1,0,0,0,0,0,public
0,3,0,1,27,1,0,0,0,0,1,0,5,0,1,0,520,0,1,0,66,8798,21,2,1,2,1,other,2,0,0,0,0,2,0,0,public
0,1,0,1,3,0,0,1,0,0,2.75,0,1,0,0.285714286,0,0,3,0,1,86,8322,36,8,0.7,22,0.571428571,other,0,5,0,0,5,0,0,0,public
0,2,0,1,4,1,0,0,0,0,2.75,0,1,0,0.285714286,0,0,3,0,1,86,8322,36,8,0.7,22,0.571428571,other,0,5,0,0,5,0,0,0,public
3,4,16,6,289,0.272727273,28,5,0.538461538,0,7.666666667,41,5,53,0.928571429,2,565,0,0,1,373,8322,36,127,1,69,0.5,final,6,1,0,0,0,5,0,0,public
0,0,0,1,2,0,0,0,0,0,1,2,4,4,1,0,23,1,0,3,455,10364,29,9,0,5,0.75,other,0,0,0,1,0,1,0,1,public
0,0,0,1,1,0,0,0,0,0,1,2,4,4,1,0,23,1,0,3,455,10364,29,9,0,5,0.75,other,0,0,0,1,0,1,0,1,public
0,0,0,1,1,1,0,0,0,0,1,2,4,4,1,0,23,1,0,3,455,10364,29,9,0,5,0.75,other,0,0,0,1,0,1,0,1,public
0,2,19,5,54,0.05,0,0,0,0,1.75,44,5,7,0.894179894,0,170,4,1,3,455,10364,29,190,0.263333333,49,0.80952381,other,1,6,0,0,0,7,6,0,public
1,9,2,6,124,0.5,2,0,1,0,2,19,1,15,0.933333333,0,0,3,0,4,2415,10364,29,28,0.428571429,22,0.625,other,4,2,0,0,1,0,1,0,public
0,0,0,1,4,0,0,1,0,0,1.869565217,10,1,7,0.779220779,0,0,5,1,6,299,10384,42,38,0.785714286,43,0.739130435,other,1,5,0,0,4,2,1,0,public
0,1,0,1,5,0,0,1,0,0,1.869565217,10,1,7,0.779220779,0,0,5,1,6,299,10384,42,38,0.785714286,43,0.739130435,other,1,5,0,0,4,2,1,0,public
0,0,0,1,11,1,0,0,0,0,1.869565217,10,1,7,0.779220779,0,0,5,1,6,299,10384,42,38,0.785714286,43,0.739130435,other,1,5,0,0,4,2,1,0,public
0,4,4,3,141,0.733333333,9,0,0.692307692,1,2.684210526,33,3,15,0.913580247,2,50,2,1,4,961,10384,42,116,0.333333333,51,0.933333333,final,0,9,0,6,0,9,0,6,package
2,9,5,6,152,0.375,8,0,0.533333333,0,4.375,27,3,9,1,0,34,0,0,5,754,10384,42,75,0.476190476,35,1,other,4,0,0,2,0,4,0,2,public
0,1,0,1,3,1,0,0,0,0,1,0,1,0,0.5,0,0,1,0,1,66,10153,54,3,1,3,0.666666667,other,0,1,0,0,0,1,0,0,public
0,0,0,1,3,1,0,0,0,0,1,0,1,0,0.5,0,0,1,0,1,66,10153,54,3,1,3,0.666666667,other,0,1,0,0,0,1,0,0,public
0,0,0,1,4,1,0,0,0,0,1,0,1,0,0.5,0,0,1,0,1,66,10153,54,3,1,3,0.666666667,other,0,1,0,0,0,1,0,0,public
3,1,3,7,325,0.5,5,0,0.625,0,14,7,1,5,1,0,0,0,1,2,95,10153,54,11,1,42,1,other,4,1,0,0,0,5,0,0,public
3,4,8,9,192,0.529411765,14,5,0.318181818,0,6.863636364,40,5,26,0.93877551,0,27,3,2,2,253,10153,54,143,0.404411765,151,0.8125,other,9,5,0,1,1,13,2,1,public
2,4,10,6,118,0.277777778,15,1,0.46875,0,5.25,35,2,24,0.976190476,2,5,0,1,2,1168,10153,54,71,0.047619048,42,1,final,5,1,0,1,4,2,0,1,public
0,0,0,1,3,0,0,0,0,0,1.071428571,4,1,3,0.903846154,0,0,3,1,0,11,11967,149,19,0.076923077,15,0.785714286,other,0,4,0,1,0,4,0,1,public
0,0,0,1,4,1,0,0,0,0,1.071428571,4,1,3,0.903846154,0,0,3,1,0,11,11967,149,19,0.076923077,15,0.785714286,other,0,4,0,1,0,4,0,1,public
0,0,0,1,4,1,0,0,0,0,1.071428571,4,1,3,0.903846154,0,0,3,1,0,11,11967,149,19,0.076923077,15,0.785714286,other,0,4,0,1,0,4,0,1,public
0,0,13,3,250,0.1875,12,0,0.461538462,0,1,28,3,12,1,0,45,4,0,0,113,11967,149,120,0,9,0.555555556,other,0,5,0,0,0,5,0,0,public
0,1,10,3,28,0.285714286,1,0,1,0,5.666666667,8,2,2,0.5,0,21,0,0,0,190,11967,149,30,1,17,1,final,0,1,0,0,0,1,0,0,public
3,4,13,10,1134,0.660377358,30,12,0.38961039,0,7.898305085,55,2,43,0.969211823,2,10,27,0,15,386,11967,149,190,0.295238095,466,0.357142857,other,8,20,0,5,0,28,0,5,public
3,4,3,7,166,0.6875,4,1,0.363636364,0,9.803030303,50,2,40,0.967983368,0,11,18,3,15,386,11967,149,212,0.138095238,647,0.527777778,final,11,26,0,2,0,37,3,2,public
0,2,8,2,38,0,4,0,0.363636364,0,8,13,3,4,0,0,14,0,0,0,74,11709,382,28,0,16,1,other,0,0,1,0,0,0,0,0,public
2,1,5,6,108,0.166666667,6,0,0.4,0,3.772727273,16,2,12,0.714285714,0,9,1,0,0,180,11709,382,69,0.642105263,83,0.928571429,other,0,3,0,0,0,0,7,0,public
2,8,0,6,112,1,8,7,0.888888889,0,2.235294118,29,2,17,0.964791427,0,60,27,2,5,1076,11810,69,163,0.129032258,152,0.458333333,other,13,26,0,0,0,26,5,0,public
0,1,0,1,4,0,0,1,0,1,2.857142857,9,1,8,0,0,0,0,0,4,129,12486,133,20,0,20,1,final,0,0,0,1,0,0,0,7,public
2,4,6,5,183,0.454545455,13,1,0.464285714,0,3.166666667,19,1,17,0.931372549,0,0,8,0,4,129,12486,133,53,0.736263736,57,0.5,other,1,5,0,0,0,5,0,0,public
2,9,2,8,125,0.75,4,3,0.363636364,0,2.963636364,39,2,24,0.899782135,0,69,2,1,6,1771,12486,133,226,0.574879227,163,0.935483871,other,3,14,0,3,1,14,10,4,package
2,4,16,9,175,0.058823529,9,1,0.529411765,0,9,24,2,16,1,0,4,0,0,6,1771,12486,133,35,0.166666667,45,1,final,1,1,1,1,1,1,0,1,package
0,0,0,1,6,1,0,0,0,0,1,24,5,3,1,0,49,0,0,1,182,15627,106,79,0,2,1,final,1,0,1,0,0,1,0,0,public
0,2,1,1,7,0,3,0,1,0,1,24,5,3,1,0,49,0,0,1,182,15627,106,79,0,2,1,final,1,0,1,0,0,1,0,0,public
0,0,0,1,21,1,1,0,1,0,1.724137931,22,4,10,0.961309524,0,41,21,1,1,182,15627,106,110,0.259259259,50,0.16,final,2,22,0,0,0,19,4,0,public
3,4,14,6,248,0,2,2,0.5,0,15.66666667,3,1,2,0,0,0,0,1,0,7,15627,106,7,1,47,1,other,0,0,0,0,0,0,0,0,public
0,1,0,1,3,1,0,0,0,0,1.315789474,25,1,5,1,0,0,0,1,0,19,13676,37,28,0.006535948,25,1,other,0,2,0,0,0,3,0,0,public
3,1,26,4,206,0.365853659,16,1,0.470588235,0,16.27272727,36,3,25,1,2,22,0,0,1,1182,13676,37,168,0.133333333,179,1,other,1,4,0,0,4,1,9,0,public
2,6,20,3,103,0.487179487,13,2,0.333333333,0,4.333333333,32,1,27,0.924768519,2,0,3,2,1,1182,13676,37,145,0.251231527,143,0.545454545,other,1,26,0,0,0,1,23,0,public
3,4,41,6,381,0.229166667,6,1,0.25,0,7.109649123,67,3,32,0.987599935,3,0,41,1,16,3633,13676,37,500,0.092497172,1621,0,abstract,55,25,0,11,0,27,5,11,public
2,5,15,7,126,0.066666667,12,0,0.5,1,4.888888889,15,2,12,0.958333333,0,0,4,1,2,153,13676,37,37,0.285714286,44,0,abstract,1,2,0,1,0,3,0,1,public
0,1,1,1,6,0.5,1,0,1,0,1,3,2,1,0,0,2,0,0,2,428,17113,66,4,1,1,1,other,0,0,0,0,0,0,0,0,public
0,2,0,1,5,1,0,0,0,0,1,2,1,1,0.833333333,0,0,1,0,2,428,17113,66,4,1,3,0.666666667,other,0,3,0,0,0,0,0,0,public
0,1,0,1,4,1,0,0,0,0,1,2,1,1,0.833333333,0,0,1,0,2,428,17113,66,4,1,3,0.666666667,other,0,3,0,0,0,0,0,0,public
2,1,4,6,128,0.818181818,8,3,0.666666667,0,5.56,58,2,27,0.975833333,0,47,2,0,0,75,17113,66,196,0.437229437,139,0.6,other,13,37,0,1,0,4,18,1,public
2,5,9,7,157,0.608695652,10,4,0.4,0,5.56,58,2,27,0.975833333,2,47,2,0,0,75,17113,66,196,0.437229437,139,0.6,other,13,37,0,1,0,4,18,1,public
0,2,0,2,7,1,1,0,1,0,2.142857143,3,1,3,0.666666667,0,0,0,1,5,203,17321,75,11,0.666666667,15,1,other,0,1,0,1,0,1,0,1,public
0,3,0,1,4,1,1,0,1,0,2.142857143,3,1,3,0.666666667,0,0,0,1,5,203,17321,75,11,0.666666667,15,1,other,0,1,0,1,0,1,0,1,public
2,1,0,5,161,0,1,4,0.25,1,6.875,3,1,3,0.828571429,0,0,0,2,5,203,17321,75,14,0.75,55,0.857142857,other,1,9,1,1,0,0,2,1,public
1,12,0,7,104,1,4,7,0.8,0,4.137254902,13,1,14,0.955,0,0,11,2,5,203,17321,75,106,0.511836735,211,0.388888889,other,0,8,1,2,0,0,32,2,public
2,6,4,6,193,0.84,4,2,0.363636364,0,16.5,11,1,10,0.684210526,0,0,2,1,0,254,17321,75,58,0.8,165,0.6,other,1,21,1,0,1,0,5,0,public
0,0,0,1,5,0,1,0,1,0,1.333333333,10,4,3,0,0,67,0,0,0,17,18015,125,41,0,4,1,other,0,0,0,0,0,0,2,0,package
0,0,1,2,5,1,3,0,0.75,0,1.333333333,10,4,3,0,0,67,0,0,0,17,18015,125,41,0,4,1,other,0,0,0,0,0,0,2,0,package
0,1,1,1,5,1,3,0,0.75,0,1.333333333,10,4,3,0,0,67,0,0,0,17,18015,125,41,0,4,1,other,0,0,0,0,0,0,2,0,package
2,6,0,6,147,0.333333333,6,4,0.857142857,0,3.192307692,9,2,10,0.935,0,12,3,0,0,1237,18015,125,57,0.448529412,83,0.764705882,other,3,5,0,0,0,7,0,0,package
3,5,0,7,388,0,3,2,0.6,0,21.75,3,1,3,0,0,0,0,1,1,36,18015,125,9,0,87,1,other,0,0,1,0,0,0,0,0,public
0,3,1,2,8,0.666666667,2,0,1,0,3,47,7,3,1,0,0,0,0,0,79,17693,77,7,1,6,0,abstract,0,2,0,0,2,0,1,0,public
0,1,0,3,11,1,2,0,0.666666667,0,3,47,7,3,1,0,0,0,0,0,79,17693,77,7,1,6,0,abstract,0,2,0,0,2,0,1,0,public
0,1,0,1,3,0,0,0,0,0,1,0,5,0,0,0,15,0,0,0,8,19618,133,1,1,1,1,final,0,0,0,0,0,0,0,0,public
0,0,0,1,3,0,0,0,0,0,1,0,4,0,0,0,15,0,0,0,8,19618,133,4,1,4,1,final,0,0,0,0,0,0,0,0,public
2,1,28,4,176,0.348837209,16,0,0.666666667,0,7.8,25,1,20,0.953125,0,0,0,1,0,5,19618,133,37,1,39,1,other,0,16,0,1,0,16,0,1,public
2,1,7,6,108,0,10,1,0.454545455,1,10,13,1,10,0,0,0,0,0,0,25,19618,133,24,1,20,1,final,0,0,0,2,0,0,0,2,public
0,1,0,1,4,0,1,1,1,0,4.454545455,26,3,15,0.96,0,50,0,0,0,16,1092,16,137,0.222222222,49,0.875,other,1,4,0,0,0,0,4,0,public
0,0,0,1,8,0,0,1,0,0,4.454545455,26,3,15,0.96,0,50,0,0,0,16,1092,16,137,0.222222222,49,0.875,other,1,4,0,0,0,0,4,0,public
0,0,0,2,20,1,3,0,1,0,4.454545455,26,3,15,0.96,0,50,0,0,0,16,1092,16,137,0.222222222,49,0.875,other,1,4,0,0,0,0,4,0,public
0,0,2,2,21,0.666666667,4,0,0.8,0,4.454545455,26,3,15,0.96,0,50,0,0,0,16,1092,16,137,0.222222222,49,0.875,other,1,4,0,0,0,0,4,0,public
2,3,11,6,339,0.266666667,14,1,0.358974359,0,4.454545455,17,1,15,0.9,2,0,2,3,0,168,1092,16,56,0.177777778,49,0.666666667,other,2,3,0,0,3,0,1,0,public
0,2,1,2,13,0.666666667,3,1,1,0,3.333333333,5,1,5,0.8,0,0,0,2,0,17,1092,16,11,0.6,20,1,other,0,3,0,0,0,0,1,0,public
