dataset,project,package,complextype,method,severity,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
long-method,pooka-3.0-080505,net.suberic.pooka.cache,CachingFolderInfo,loadFolder(boolean),3.0,1.0,0.0,8.0,2.0,0.0,10.0,121.0,33.0,2.0,9.0,2.0,30.0,0.9444444444444444,5.0,7.0,17.0,1.0,16.0,2.0,0.3125,0.0,6.225,5.953488372093023,34.0,38.0,89.0,3.0,21.0,0.9444444444444444,1348.0,3417.0,68127.0,1400.0,123.0,34.0,3.0,3.0,14.0,813.0,1.0,0.0,0.0,1.0,36.0,161.0,3762.0,40.0,181.0,4551.0,43.0,0.0,28.0,302.0,0.3402439024390244,249.0,256.0,0.9090909090909091,0.0,other,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,43.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,33.0,38.0,0.0,public
long-method,galleon-2.3.0,org.lnicholls.galleon.apps.desktop,DesktopConfiguration,getName(),1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2857142857142858,0.0,0.0,0.0,1.0,0.0,0.7777777777777777,45.0,467.0,120720.0,79.0,0.0,1.0,4.0,3.0,6.0,764.0,0.0,0.0,1.0,0.0,30.0,16.0,3256.0,3.0,20.0,4305.0,7.0,0.0,35.0,7.0,0.23809523809523808,3.0,9.0,0.42857142857142855,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,3.0,0.0,public
long-method,galleon-2.3.0,org.lnicholls.galleon.apps.desktop,DesktopConfiguration,setName(String),1.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2857142857142858,0.0,0.0,0.0,1.0,0.0,0.7777777777777777,45.0,467.0,120720.0,79.0,0.0,1.0,4.0,3.0,6.0,764.0,0.0,0.0,1.0,0.0,30.0,16.0,3256.0,3.0,20.0,4305.0,7.0,0.0,35.0,7.0,0.23809523809523808,3.0,9.0,0.42857142857142855,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,3.0,0.0,public
long-method,galleon-2.3.0,org.lnicholls.galleon.apps.desktop,DesktopConfiguration,setModified(boolean),1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2857142857142858,0.0,0.0,0.0,1.0,0.0,0.7777777777777777,45.0,467.0,120720.0,79.0,0.0,1.0,4.0,3.0,6.0,764.0,0.0,0.0,1.0,0.0,30.0,16.0,3256.0,3.0,20.0,4305.0,7.0,0.0,35.0,7.0,0.23809523809523808,3.0,9.0,0.42857142857142855,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,3.0,0.0,public
long-method,galleon-2.3.0,org.lnicholls.galleon.apps.desktop,Desktop.DesktopScreen,update(),1.0,0.0,1.0,0.0,0.0,1.0,4.0,137.0,7.0,0.0,15.0,0.0,17.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.6666666666666666,0.0,3.0,3.0,0.0,5.0,5.0,6.0,3.0,0.75,233.0,467.0,120720.0,233.0,114.0,2.0,0.0,1.0,6.0,764.0,1.0,0.0,0.0,0.0,30.0,16.0,3256.0,5.0,20.0,4305.0,5.0,0.0,35.0,18.0,0.3333333333333333,15.0,15.0,1.0,0.0,other,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,public
long-method,galleon-2.3.0,org.lnicholls.galleon.apps.email,org.lnicholls.galleon.apps.email.Email$3,run(),3.0,0.0,0.0,10.0,3.0,0.0,8.0,235.0,25.0,0.0,24.0,0.0,32.0,0.0,4.0,4.0,0.0,0.0,12.0,0.0,0.3333333333333333,0.0,25.0,25.0,10.0,6.0,4.0,2.0,4.0,0.0,239.0,1875.0,120720.0,239.0,44.0,1.0,0.0,0.0,14.0,764.0,0.0,0.0,0.0,0.0,30.0,40.0,3256.0,1.0,65.0,4305.0,1.0,0.0,35.0,13.0,1.0,25.0,25.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,package
long-method,galleon-2.3.0,org.lnicholls.galleon.apps.internetSlideshows,InternetSlideshows,getPhotoDescriptions(String),3.0,1.0,1.0,0.0,0.0,1.0,9.0,177.0,21.0,0.0,19.0,0.0,20.0,0.0,4.0,9.0,0.0,0.0,9.0,0.0,0.4444444444444444,1.0,12.5,12.5,2.0,23.0,18.0,7.0,12.0,1.0,1405.0,2029.0,120720.0,1405.0,158.0,1.0,0.0,9.0,12.0,764.0,6.0,0.0,0.0,0.0,30.0,39.0,3256.0,2.0,54.0,4305.0,2.0,1.0,35.0,90.0,0.0,25.0,25.0,0.6666666666666666,0.0,other,2.0,0.0,2.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,1.0,public
long-method,galleon-2.3.0,org.lnicholls.galleon.widget,DefaultApplication,init(IContext),1.0,1.0,22.0,10.0,4.0,22.0,4.0,77.0,7.0,3.0,7.0,2.0,22.0,0.09090909090909091,7.0,8.0,1.0,0.0,18.0,2.0,0.3888888888888889,0.0,4.142857142857143,3.4,15.0,22.0,46.0,6.0,25.0,0.9729064039408868,2297.0,7792.0,120720.0,2396.0,129.0,0.0,9.0,14.0,29.0,764.0,6.0,22.0,0.0,2.0,30.0,163.0,3256.0,21.0,230.0,4305.0,30.0,2.0,35.0,93.0,0.07389162561576355,87.0,102.0,0.6071428571428571,0.0,other,1.0,0.0,1.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,5.0,0.0,0.0,12.0,1.0,0.0,3.0,26.0,21.0,5.0,public
long-method,galleon-2.3.0,org.lnicholls.galleon.database,PersistentValueManager,savePersistentValue(StringStringDateint),2.0,4.0,0.0,0.0,0.0,0.0,6.0,120.0,12.0,0.0,14.0,0.0,15.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,0.6666666666666666,1.0,4.0625,4.0625,2.0,3.0,11.0,1.0,4.0,0.9333333333333333,625.0,12350.0,120720.0,625.0,0.0,0.0,0.0,1.0,35.0,764.0,1.0,0.0,0.0,14.0,30.0,591.0,3256.0,16.0,880.0,4305.0,16.0,0.0,35.0,29.0,0.05714285714285714,65.0,65.0,1.0,0.0,other,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,16.0,16.0,public
long-method,galleon-2.3.0,org.lnicholls.galleon.apps.traffic,Traffic,getTrafficResults(StringStringStringStringString),3.0,5.0,1.0,0.0,0.0,1.0,7.0,193.0,21.0,0.0,26.0,0.0,27.0,1.0,4.0,10.0,1.0,0.0,10.0,0.0,0.4,1.0,12.0,12.0,3.0,23.0,15.0,7.0,10.0,1.0,1280.0,1908.0,120720.0,1280.0,158.0,1.0,0.0,9.0,12.0,764.0,5.0,0.0,0.0,0.0,30.0,40.0,3256.0,2.0,62.0,4305.0,2.0,1.0,35.0,91.0,0.0,24.0,24.0,0.6666666666666666,0.0,other,2.0,0.0,2.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,1.0,public
long-method,galleon-2.3.0,org.lnicholls.galleon.server,TiVoListener,resolveService(JmDNSStringStringServiceInfo),3.0,4.0,0.0,9.0,2.0,0.0,7.0,177.0,20.0,1.0,13.0,1.0,35.0,0.42857142857142855,2.0,5.0,6.0,0.0,20.0,1.0,0.1,0.0,5.5,5.5,9.0,4.0,6.0,1.0,4.0,0.95,305.0,4016.0,120720.0,305.0,0.0,0.0,0.0,8.0,17.0,764.0,0.0,0.0,2.0,2.0,30.0,203.0,3256.0,6.0,326.0,4305.0,6.0,0.0,35.0,29.0,0.6,33.0,33.0,1.0,0.0,other,6.0,0.0,6.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,5.0,0.0,public
long-method,wct-1.5.2,org.webcurator.core.harvester.agent,HarvestAgentFactoryImpl,getHarvestAgent(Stringint),1.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3333333333333333,0.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,0.0,14.0,608.0,69698.0,14.0,0.0,0.0,0.0,0.0,3.0,606.0,0.0,0.0,1.0,3.0,65.0,40.0,2783.0,2.0,50.0,5527.0,2.0,0.0,85.0,6.0,0.0,2.0,2.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,public
long-method,wct-1.5.2,org.webcurator.core.harvester.agent,HarvestAgentFactoryImpl,getLogReader(Stringint),1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,0.0,14.0,608.0,69698.0,14.0,0.0,0.0,0.0,0.0,3.0,606.0,0.0,0.0,1.0,3.0,65.0,40.0,2783.0,2.0,50.0,5527.0,2.0,0.0,85.0,6.0,0.0,2.0,2.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,public
long-method,wct-1.5.2,org.webcurator.core.harvester.agent,HarvesterStatusUtil,formatTime(long),1.0,1.0,2.0,0.0,0.0,2.0,1.0,22.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,608.0,69698.0,60.0,0.0,0.0,0.0,0.0,3.0,606.0,0.0,0.0,0.0,3.0,65.0,40.0,2783.0,2.0,50.0,5527.0,2.0,0.0,85.0,2.0,0.0,6.0,6.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,public
long-method,wct-1.5.2,org.webcurator.ui.intray.controller,InTrayController,processFormSubmission(HttpServletRequestHttpServletResponseObjectBindException),1.0,4.0,0.0,13.0,1.0,0.0,3.0,47.0,13.0,0.0,10.0,0.0,27.0,0.07142857142857142,2.0,2.0,1.0,9.0,6.0,0.0,0.3333333333333333,0.0,2.8181818181818183,2.6666666666666665,22.0,10.0,12.0,7.0,5.0,0.36363636363636365,176.0,181.0,69698.0,181.0,77.0,0.0,1.0,2.0,1.0,606.0,0.0,0.0,0.0,0.0,65.0,11.0,2783.0,11.0,12.0,5527.0,12.0,0.0,85.0,31.0,1.0,31.0,32.0,0.5,0.0,other,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,2.0,10.0,0.0,public
long-method,wct-1.5.2,org.webcurator.core.profiles,ProfileManager,createDefaultProfile(Agency),1.0,1.0,1.0,11.0,3.0,1.0,1.0,13.0,1.0,1.0,2.0,2.0,22.0,0.15384615384615385,6.0,6.0,2.0,0.0,17.0,2.0,0.35294117647058826,0.0,1.8181818181818181,1.6,20.0,12.0,18.0,1.0,12.0,0.5714285714285714,145.0,1021.0,69698.0,181.0,0.0,0.0,4.0,3.0,7.0,606.0,0.0,0.0,0.0,0.0,65.0,55.0,2783.0,11.0,69.0,5527.0,15.0,0.0,85.0,49.0,0.8,20.0,24.0,0.7333333333333333,0.0,other,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,11.0,0.0,public
long-method,wct-1.5.2,org.webcurator.ui.tools.controller,TreeToolController,handle(HttpServletRequestHttpServletResponseObjectBindException),4.0,4.0,1.0,32.0,7.0,1.0,8.0,363.0,47.0,3.0,50.0,2.0,91.0,0.17777777777777778,13.0,14.0,8.0,4.0,42.0,2.0,0.30952380952380953,0.0,7.5,3.6,32.0,16.0,18.0,7.0,14.0,0.9473684210526315,531.0,1559.0,69698.0,600.0,59.0,0.0,12.0,10.0,12.0,606.0,2.0,1.0,0.0,1.0,65.0,40.0,2783.0,8.0,88.0,5527.0,20.0,1.0,85.0,66.0,0.1619047619047619,60.0,72.0,0.1875,0.0,other,1.0,0.0,1.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,0.0,2.0,0.0,7.0,4.0,0.0,1.0,15.0,7.0,0.0,public
long-method,wct-1.5.2,org.webcurator.ui.tools.controller,BrowseController,handle(HttpServletRequestHttpServletResponseObjectBindException),3.0,4.0,0.0,4.0,2.0,0.0,6.0,136.0,20.0,0.0,29.0,0.0,40.0,0.6,4.0,8.0,6.0,3.0,14.0,0.0,0.2857142857142857,0.0,6.166666666666667,4.875,4.0,5.0,9.0,7.0,5.0,0.9107142857142857,261.0,1559.0,69698.0,281.0,59.0,0.0,2.0,8.0,12.0,606.0,0.0,0.0,0.0,1.0,65.0,40.0,2783.0,6.0,88.0,5527.0,8.0,0.0,85.0,23.0,0.6666666666666666,37.0,39.0,0.3333333333333333,0.0,other,2.0,2.0,0.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,3.0,5.0,0.0,public
long-method,wct-1.5.2,org.webcurator.core.targets,TargetManagerImpl,createBatchTargetInstances(AbstractTargetScheduleTargetGroupboolean),3.0,4.0,0.0,28.0,7.0,0.0,7.0,127.0,23.0,3.0,21.0,2.0,66.0,0.15151515151515152,16.0,17.0,5.0,3.0,44.0,2.0,0.36363636363636365,0.0,4.913793103448276,4.026666666666666,110.0,43.0,103.0,1.0,38.0,0.9261261261261261,1767.0,2701.0,69698.0,1890.0,0.0,0.0,17.0,15.0,6.0,606.0,1.0,0.0,1.0,2.0,65.0,126.0,2783.0,58.0,156.0,5527.0,75.0,0.0,85.0,264.0,0.4028985507246377,285.0,302.0,0.7571428571428571,0.0,other,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,74.0,1.0,0.0,0.0,15.0,5.0,0.0,0.0,70.0,58.0,1.0,public
long-method,wct-1.5.2,org.webcurator.core.targets,TargetManagerImpl,createTargetInstances(AbstractTargetScheduleboolean),3.0,3.0,0.0,29.0,7.0,0.0,7.0,142.0,26.0,2.0,22.0,2.0,69.0,0.17142857142857143,16.0,18.0,6.0,3.0,46.0,2.0,0.34782608695652173,0.0,4.913793103448276,4.026666666666666,110.0,43.0,103.0,1.0,38.0,0.9261261261261261,1767.0,2701.0,69698.0,1890.0,0.0,0.0,17.0,15.0,6.0,606.0,1.0,0.0,1.0,2.0,65.0,126.0,2783.0,58.0,156.0,5527.0,75.0,0.0,85.0,264.0,0.4028985507246377,285.0,302.0,0.7571428571428571,0.0,other,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,74.0,1.0,0.0,0.0,15.0,5.0,0.0,0.0,70.0,58.0,1.0,public
long-method,wct-1.5.2,org.webcurator.ui.admin.controller,CreateUserController,processFormSubmission(HttpServletRequestHttpServletResponseObjectBindException),2.0,4.0,0.0,52.0,6.0,0.0,6.0,157.0,15.0,2.0,23.0,2.0,112.0,0.10344827586206896,6.0,22.0,6.0,0.0,77.0,2.0,0.07792207792207792,0.0,4.5,2.5555555555555554,52.0,9.0,22.0,7.0,6.0,0.8958333333333334,186.0,1616.0,69698.0,227.0,77.0,0.0,5.0,6.0,9.0,606.0,0.0,0.0,0.0,0.0,65.0,51.0,2783.0,4.0,84.0,5527.0,9.0,0.0,85.0,86.0,0.17857142857142858,18.0,23.0,0.2857142857142857,0.0,other,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,7.0,3.0,0.0,public
long-method,wct-1.5.2,org.webcurator.ui.target.controller,TargetSchedulesHandler,processOther(TabbedControllerTabHttpServletRequestHttpServletResponseObjectBindException),3.0,6.0,0.0,16.0,7.0,0.0,7.0,139.0,17.0,0.0,21.0,0.0,47.0,0.2,16.0,17.0,4.0,3.0,30.0,0.0,0.5333333333333333,0.0,4.166666666666667,2.2666666666666666,23.0,20.0,24.0,2.0,19.0,0.8877551020408163,213.0,5595.0,69698.0,285.0,3.0,1.0,9.0,7.0,39.0,606.0,0.0,0.0,0.0,0.0,65.0,171.0,2783.0,6.0,278.0,5527.0,15.0,0.0,85.0,59.0,0.25274725274725274,25.0,34.0,0.35714285714285715,0.0,other,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,14.0,6.0,0.0,public
long-method,wct-1.5.2,org.webcurator.ui.target.controller,LogReaderController,handle(HttpServletRequestHttpServletResponseObjectBindException),3.0,4.0,0.0,22.0,4.0,0.0,7.0,160.0,26.0,1.0,17.0,2.0,44.0,0.15384615384615385,5.0,11.0,4.0,2.0,23.0,2.0,0.21739130434782608,0.0,7.0,5.666666666666667,22.0,8.0,12.0,7.0,6.0,0.875,304.0,5595.0,69698.0,320.0,59.0,0.0,2.0,4.0,39.0,606.0,0.0,0.0,0.0,0.0,65.0,171.0,2783.0,7.0,278.0,5527.0,9.0,0.0,85.0,33.0,0.6666666666666666,49.0,51.0,0.3333333333333333,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,2.0,0.0,2.0,5.0,0.0,1.0,3.0,6.0,0.0,public
long-method,wct-1.5.2,org.webcurator.ui.target.controller,TargetSeedsHandler,processOther(TabbedControllerTabHttpServletRequestHttpServletResponseObjectBindException),4.0,6.0,0.0,42.0,11.0,0.0,8.0,391.0,54.0,5.0,40.0,3.0,99.0,0.125,18.0,18.0,6.0,6.0,48.0,2.0,0.375,0.0,6.818181818181818,5.0,54.0,29.0,28.0,3.0,25.0,0.9222222222222223,573.0,5595.0,69698.0,613.0,4.0,1.0,5.0,6.0,39.0,606.0,0.0,0.0,0.0,0.0,65.0,171.0,2783.0,11.0,278.0,5527.0,16.0,0.0,85.0,87.0,0.2222222222222222,75.0,80.0,0.5,0.0,other,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,10.0,11.0,0.0,public
long-method,proguard-4.5.1,proguard.optimize.info,CaughtClassFilter,CaughtClassFilter(ClassVisitor),1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,4.0,3.0,1.0,2.0,0.5,31.0,2473.0,82661.0,31.0,0.0,0.0,0.0,1.0,28.0,604.0,0.0,0.0,1.0,0.0,41.0,215.0,4917.0,3.0,226.0,5154.0,3.0,0.0,33.0,6.0,1.0,5.0,5.0,1.0,0.0,other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,public
long-method,proguard-4.5.1,proguard.optimize.info,CaughtClassFilter,visitProgramClass(ProgramClass),1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.6666666666666667,1.6666666666666667,0.0,4.0,3.0,1.0,2.0,0.5,31.0,2473.0,82661.0,31.0,0.0,0.0,0.0,1.0,28.0,604.0,0.0,0.0,1.0,0.0,41.0,215.0,4917.0,3.0,226.0,5154.0,3.0,0.0,33.0,6.0,1.0,5.0,5.0,1.0,0.0,other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,public
long-method,proguard-4.5.1,proguard.optimize.info,CaughtClassFilter,visitLibraryClass(LibraryClass),1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.6666666666666667,1.6666666666666667,0.0,4.0,3.0,1.0,2.0,0.5,31.0,2473.0,82661.0,31.0,0.0,0.0,0.0,1.0,28.0,604.0,0.0,0.0,1.0,0.0,41.0,215.0,4917.0,3.0,226.0,5154.0,3.0,0.0,33.0,6.0,1.0,5.0,5.0,1.0,0.0,other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,public
long-method,proguard-4.5.1,proguard.optimize.info,ReadWriteFieldMarker,visitConstantInstruction(ClazzMethodCodeAttributeintConstantInstruction),1.0,5.0,0.0,8.0,3.0,0.0,1.0,32.0,7.0,0.0,6.0,0.0,13.0,0.2,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.9090909090909092,1.9090909090909092,8.0,82.0,8.0,2.0,4.0,0.9,127.0,2473.0,82661.0,127.0,109.0,7.0,0.0,2.0,28.0,604.0,0.0,0.0,3.0,0.0,41.0,215.0,4917.0,11.0,226.0,5154.0,11.0,0.0,33.0,128.0,0.027777777777777776,21.0,21.0,1.0,0.0,other,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,8.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,11.0,4.0,public
long-method,proguard-4.5.1,proguard.optimize.info,SideEffectInstructionChecker,visitSimpleInstruction(ClazzMethodCodeAttributeintSimpleInstruction),1.0,5.0,0.0,18.0,2.0,0.0,2.0,29.0,19.0,0.0,6.0,0.0,22.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.6153846153846154,3.6153846153846154,31.0,86.0,11.0,2.0,8.0,0.5416666666666666,184.0,2473.0,82661.0,184.0,105.0,11.0,0.0,2.0,28.0,604.0,0.0,0.0,3.0,0.0,41.0,215.0,4917.0,13.0,226.0,5154.0,13.0,0.0,33.0,129.0,0.6818181818181818,47.0,47.0,1.0,0.0,other,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,12.0,0.0,public
long-method,proguard-4.5.1,proguard.retrace,ReTrace,execute(),3.0,0.0,1.0,0.0,0.0,1.0,6.0,241.0,36.0,0.0,24.0,0.0,33.0,1.0,2.0,4.0,9.0,5.0,4.0,0.0,0.5,0.0,6.916666666666667,6.916666666666667,0.0,2.0,8.0,1.0,4.0,0.9772727272727273,713.0,713.0,82661.0,713.0,0.0,0.0,0.0,16.0,3.0,604.0,2.0,0.0,1.0,0.0,41.0,16.0,4917.0,12.0,16.0,5154.0,12.0,1.0,33.0,20.0,0.7,83.0,83.0,0.875,0.0,other,13.0,4.0,9.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,11.0,1.0,0.0,0.0,15.0,5.0,0.0,0.0,7.0,10.0,1.0,public
long-method,roller-4.0.1,org.apache.roller.planet.util,Utilities,stripJsessionId(String),1.0,1.0,0.0,0.0,0.0,0.0,3.0,14.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2777777777777777,3.2777777777777777,0.0,1.0,2.0,1.0,1.0,0.9857142857142858,818.0,1401.0,78591.0,818.0,0.0,0.0,0.0,2.0,6.0,567.0,0.0,0.0,0.0,0.0,75.0,64.0,3996.0,36.0,74.0,5715.0,36.0,1.0,80.0,38.0,0.0017825311942959,118.0,118.0,0.9714285714285714,0.0,other,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,34.0,0.0,34.0,0.0,0.0,1.0,2.0,0.0,0.0,34.0,36.0,36.0,public
long-method,roller-4.0.1,org.apache.roller.planet.util,Utilities,escapeHTML(String),1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.2777777777777777,3.2777777777777777,0.0,1.0,2.0,1.0,1.0,0.9857142857142858,818.0,1401.0,78591.0,818.0,0.0,0.0,0.0,2.0,6.0,567.0,0.0,0.0,0.0,0.0,75.0,64.0,3996.0,36.0,74.0,5715.0,36.0,1.0,80.0,38.0,0.0017825311942959,118.0,118.0,0.9714285714285714,0.0,other,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,34.0,0.0,34.0,0.0,0.0,1.0,2.0,0.0,0.0,34.0,36.0,36.0,public
